project,file_accession,file_name,category,size_bytes,publisher_checksum_as_returned,public_locations_json,sample_assignment_status,retrieval_status
PXD000376,584e517a32d433b1cd116caa6e68e84d2a4bf740989c5c732b3f6b5a8a2df937,Naive_CD4_GelfrEE_B08.raw,RAW,175434331,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B08.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B08.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,243f9aab07bcec8e9afb6017d2020f93eea7775e768af8d9880eb83bacdc2d49,naive_CD4_RPLC_A12.raw,RAW,209458156,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A12.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A12.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,9f46943bae4fb5a08d63b434364125c9c6c4c517ab669d24b7b82e28091fe6f2,naive_CD4_RPLC_A1-A4_pool.raw,RAW,202950425,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A1-A4_pool.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A1-A4_pool.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,e6f97a316d00c49b246283a9c8421e2e632e7c9e0e7bc6c5df7b982c07d6284a,Naive_CD4_SCX_later_Elite_f3.raw,RAW,286801605,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f3.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f3.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,06ecde05182037b935d0f5b7aa19a4e91c97e42038ffefd7eca6695579c06a41,Naive_CD4_SCX_later_Elite_f9.raw,RAW,369525883,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f9.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f9.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,b01ec49eba987583fe781f364f77885b9d17dcc0544823e67dce2af526a57b31,Naive_CD4_IG_A5.raw,RAW,169801184,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A5.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A5.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,b6da945d4e51c2a43c7e7d3ea44eb8e553265237b4e1a5ac82fdfc171a3b3d53,08BR3_2SCX_bRP_Core.prot.prot.xml,SEARCH,28375153,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/08BR3_2SCX_bRP_Core.prot.prot.xml""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/08BR3_2SCX_bRP_Core.prot.prot.xml""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,93d14749edc1486bef56f364d4ace2fc56d197f623be2e54bc9f717497fe134d,Naive-CD4_in-gel_leftover_rerun_b11_exclusion.raw,RAW,758910686,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_rerun_b11_exclusion.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive-CD4_in-gel_leftover_rerun_b11_exclusion.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,07197d1f0498a15555213dad87964b713a4c8a2cdfb222ed74e8b139b72bff09,Naive_CD4_IG_B2.raw,RAW,187076559,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B2.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B2.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,86bc9b1fef4108a32f7de94ab487fa1c117e128dce081661c468360237997717,A7.raw,RAW,229280604,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/A7.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/A7.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,82eb0feda19cf203c4de17730ae6c189574629ae6fb3cdbea88485f3d5b2aa34,Naive_CD4_IG_B12.raw,RAW,346298213,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B12.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B12.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,1652dcd89d09ce61f57954779d8f7b2f1f4327e1b5dbd5b16dd48d7dbfbda850,Naive_CD4_IG_B8.raw,RAW,311318130,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B8.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_B8.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,be3384bf5ed4101fcefda048e60d85baa8d1adac86037c0f4261aca99f4999ed,Naive_CD4_GelfrEE_B11.raw,RAW,216708330,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B11.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B11.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,2cafaec683e138be046c9ce7fcfb0a2c18a5b0b9713d8815b4fcb1786800e198,Naive_CD4_IG_A8.raw,RAW,196332314,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A8.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A8.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,c0b80193711ea3c98c5b9b37bec76de0586357ebef00fac14c0f213000052dff,Naive_CD4_GelfrEE_B21.raw,RAW,300899622,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B21.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B21.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,12e50e195ba6d6adf91c26fc852e9733c730c0769723e44777c737b43b73fefd,CD4_IG_core_5.RAW,RAW,258579582,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/CD4_IG_core_5.RAW""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/CD4_IG_core_5.RAW""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,791bfbed90946f8a6be66736829e9da7b147648e5c0e6bd9cbf27a5d5455bfab,Individualome_Naive-Memory_iTRAQ_f03.raw,RAW,497145555,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f03.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f03.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,269932c3f59cdcb3f14f5cb9f99d9e31e44b683d5a6c436faa20df1435f9c504,Naive_CD4_early_SCX_Elite_f5.raw,RAW,501942831,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f5.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f5.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,024967a7f02ce6e7d05fa325775be2248170fbc97903f6eb545e36065c879a7f,Naive_CD4_GelfrEE_B20.raw,RAW,311697339,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B20.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B20.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,dc3d67867d45602a1d95c610881f98dd28f1669ceb4422f303ee3adfed94a89f,Individualome_Naive-Memory_iTRAQ_f10.raw,RAW,423363023,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f10.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Individualome_Naive-Memory_iTRAQ_f10.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,41a870fd0486cb3d78223bffc2f6a1bbb2bcb8526e1139d2f37c1b4ab0fc483b,A8.raw,RAW,239522462,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/A8.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/A8.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,7da6876ff990fca08820f17a3c70d147bce6240878b718a8ba1c93ffa860111f,CD4_IG_core_6.RAW,RAW,253071428,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/CD4_IG_core_6.RAW""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/CD4_IG_core_6.RAW""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,39e2da191071027546c14972b786001aa2584a8f77777dc5b8d947e297500e5e,Naive_CD4_IG_A2.raw,RAW,256242386,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A2.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_IG_A2.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,378f0bbac5de80a00e0999cadbe59f68288e7c58d70b44eacd13a86a606ce15f,A3.raw,RAW,228347682,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/A3.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/A3.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,9bd6593fa3b413a308855b8d669ac9bd497e8f0b15b1c3f753bf0c407e0bc8a5,CD4_IG_core_11.RAW,RAW,284442954,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/CD4_IG_core_11.RAW""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/CD4_IG_core_11.RAW""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,942193f851d65c4f78d72fbf165c14f188f4d0c8da4a7f082e5e4fa683e980f1,Naive_CD4_GelfrEE_B24.raw,RAW,256905575,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B24.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B24.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,09a7cdb4bb3ef85011bc65fe0cf861bfb88efeffb0e54ce935c91db6b28f0287,Naive_CD4_GelfrEE_B29.raw,RAW,196561699,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B29.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B29.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,7b1d3642103853e264745524f6339ebe7d4bb7604fc44e68c2dea91a8328d4f6,Naive_CD4_GelfrEE_B26.raw,RAW,273804026,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B26.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B26.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,83ed74486c16115ef81193d25f923938e69d4021d7ff8af7927dd645072f02fe,05BR2_nonNuclear_IOB.pep.xml,SEARCH,28369771,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/05BR2_nonNuclear_IOB.pep.xml""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/05BR2_nonNuclear_IOB.pep.xml""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,04c1d485e70fc3e7c4b72ef091340cd436a76839e321ad42d4100917a53662ca,naive_CD4_RPLC_A5_r.raw,RAW,200167410,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A5_r.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_RPLC_A5_r.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,4ba76d9fb9e772119c35c9c3f6acf86fd14f3c75158bd5bc2a7c3de407a62bfb,Naive_CD4_early_SCX_Elite_f9.raw,RAW,619198049,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f9.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f9.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,5831e948f4a6790fa438a25490313f798345cc125cc8d07ed96b30f92bb904dc,GetnetD_iTRAQ_RARO.pep.xml,SEARCH,74623578,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/GetnetD_iTRAQ_RARO.pep.xml""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/GetnetD_iTRAQ_RARO.pep.xml""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,a410da67e479bf343a7c359f4a69f7c9a62b6488c969a8c07f31b8eb6f8e4576,Naive_CD4_GelfrEE_B45.raw,RAW,367469064,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B45.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B45.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,21ae1deebc392752716e0a7c3ba659f6df8ebad570c176c2049cb1f31e72ee68,Naive_CD4_GelfrEE_B22.raw,RAW,256497885,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B22.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_GelfrEE_B22.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,10b176471285701be2a0fa97e2e0ae1160abdd238d7928e140a47a40edff0eee,Naive_CD4_early_SCX_Elite_f6.raw,RAW,515979961,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f6.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_early_SCX_Elite_f6.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,ffce9fc57272e9be8c75460d397bd164424858147cc9bce35d701537dad8bda7,Naive_CD4_SCX_later_Elite_f12.raw,RAW,377141098,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f12.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/Naive_CD4_SCX_later_Elite_f12.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
PXD000376,0d2fe5e6e95d5ac35737cad029a37ba8c41fd028e8f682c50f6f7043ea27597c,naive_CD4_nuclear_RPLC_B5_111108141728.raw,RAW,132306622,,"[{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000469"",""name"":""FTP Protocol"",""value"":""ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD000376/naive_CD4_nuclear_RPLC_B5_111108141728.raw""},{""@type"":""CvParam"",""cvLabel"":""PRIDE"",""accession"":""PRIDE:0000468"",""name"":""Aspera Protocol"",""value"":""prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2015/11/PXD000376/naive_CD4_nuclear_RPLC_B5_111108141728.raw""}]",not_yet_confirmed_from_metadata_or_methods,metadata_only_not_downloaded
