site,position_0based,position_1based,modality,track_name,strand,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
offset_-11,42434942,42434943,splice_sites,acceptor,+,,,1.55717134475708e-06,2.1904706954956055e-06,both,6.332993507385254e-07
offset_-11,42434942,42434943,splice_sites,acceptor,-,,,4.880130290985107e-07,6.258487701416016e-07,both,1.3783574104309082e-07
offset_-11,42434942,42434943,splice_sites,donor,+,,,1.0058283805847168e-06,1.5050172805786133e-06,both,4.991888999938965e-07
offset_-11,42434942,42434943,splice_sites,donor,-,,,6.193295121192932e-08,9.639188647270203e-08,both,3.4458935260772705e-08
offset_-12,42434941,42434942,splice_sites,acceptor,+,,,0.000850677490234375,0.000774383544921875,both,-7.62939453125e-05
offset_-12,42434941,42434942,splice_sites,acceptor,-,,,5.602836608886719e-06,5.0961971282958984e-06,both,-5.066394805908203e-07
offset_-12,42434941,42434942,splice_sites,donor,+,,,5.424022674560547e-06,6.139278411865234e-06,both,7.152557373046875e-07
offset_-12,42434941,42434942,splice_sites,donor,-,,,8.046627044677734e-07,8.307397365570068e-07,both,2.60770320892334e-08
offset_-13,42434940,42434941,splice_sites,acceptor,+,,,1.3262033462524414e-06,1.817941665649414e-06,both,4.917383193969727e-07
offset_-13,42434940,42434941,splice_sites,acceptor,-,,,4.0605664253234863e-07,5.550682544708252e-07,both,1.4901161193847656e-07
offset_-13,42434940,42434941,splice_sites,donor,+,,,2.4884939193725586e-06,4.231929779052734e-06,both,1.7434358596801758e-06
offset_-13,42434940,42434941,splice_sites,donor,-,,,4.540197551250458e-08,7.264316082000732e-08,both,2.7241185307502747e-08
offset_-14,42434939,42434940,splice_sites,acceptor,+,,,1.5497207641601562e-06,2.637505531311035e-06,both,1.087784767150879e-06
offset_-14,42434939,42434940,splice_sites,acceptor,-,,,9.424984455108643e-07,1.7583370208740234e-06,both,8.158385753631592e-07
offset_-14,42434939,42434940,splice_sites,donor,+,,,9.012222290039062e-05,0.000278472900390625,both,0.00018835067749023438
offset_-14,42434939,42434940,splice_sites,donor,-,,,1.7415732145309448e-07,3.9301812648773193e-07,both,2.1886080503463745e-07
offset_-15,42434938,42434939,splice_sites,acceptor,+,,,2.4884939193725586e-06,2.562999725341797e-06,both,7.450580596923828e-08
offset_-15,42434938,42434939,splice_sites,acceptor,-,,,1.2014061212539673e-07,1.2014061212539673e-07,both,0.0
offset_-15,42434938,42434939,splice_sites,donor,+,,,9.126961231231689e-07,1.3262033462524414e-06,both,4.1350722312927246e-07
offset_-15,42434938,42434939,splice_sites,donor,-,,,2.7008354663848877e-07,3.259629011154175e-07,both,5.587935447692871e-08
offset_-16,42434937,42434938,splice_sites,acceptor,+,,,1.996755599975586e-06,2.3990869522094727e-06,both,4.023313522338867e-07
offset_-16,42434937,42434938,splice_sites,acceptor,-,,,4.172325134277344e-07,5.21540641784668e-07,both,1.043081283569336e-07
offset_-16,42434937,42434938,splice_sites,donor,+,,,5.550682544708252e-07,1.0058283805847168e-06,both,4.507601261138916e-07
offset_-16,42434937,42434938,splice_sites,donor,-,,,7.497146725654602e-08,1.126900315284729e-07,both,3.771856427192688e-08
offset_-17,42434936,42434937,splice_sites,acceptor,+,,,7.82310962677002e-07,9.126961231231689e-07,both,1.30385160446167e-07
offset_-17,42434936,42434937,splice_sites,acceptor,-,,,3.7997961044311523e-07,4.4517219066619873e-07,both,6.51925802230835e-08
offset_-17,42434936,42434937,splice_sites,donor,+,,,7.82310962677002e-07,1.3709068298339844e-06,both,5.885958671569824e-07
offset_-17,42434936,42434937,splice_sites,donor,-,,,3.771856427192688e-08,5.145557224750519e-08,both,1.3737007975578308e-08
offset_-18,42434935,42434936,splice_sites,acceptor,+,,,5.364418029785156e-07,5.699694156646729e-07,both,3.3527612686157227e-08
offset_-18,42434935,42434936,splice_sites,acceptor,-,,,1.126900315284729e-07,1.3131648302078247e-07,both,1.862645149230957e-08
offset_-18,42434935,42434936,splice_sites,donor,+,,,3.688037395477295e-07,5.885958671569824e-07,both,2.1979212760925293e-07
offset_-18,42434935,42434936,splice_sites,donor,-,,,3.888271749019623e-08,4.98257577419281e-08,both,1.0943040251731873e-08
offset_-19,42434934,42434935,splice_sites,acceptor,+,,,1.1026859283447266e-06,1.2889504432678223e-06,both,1.862645149230957e-07
offset_-19,42434934,42434935,splice_sites,acceptor,-,,,1.3131648302078247e-07,1.6391277313232422e-07,both,3.259629011154175e-08
offset_-19,42434934,42434935,splice_sites,donor,+,,,4.600733518600464e-07,7.82310962677002e-07,both,3.2223761081695557e-07
offset_-19,42434934,42434935,splice_sites,donor,-,,,9.639188647270203e-08,1.3597309589385986e-07,both,3.958120942115784e-08
offset_-2,42434951,42434952,splice_sites,acceptor,+,,,7.18235969543457e-06,8.165836334228516e-06,both,9.834766387939453e-07
offset_-2,42434951,42434952,splice_sites,acceptor,-,,,2.2351741790771484e-07,2.7939677238464355e-07,both,5.587935447692871e-08
offset_-2,42434951,42434952,splice_sites,donor,+,,,4.351139068603516e-06,6.5267086029052734e-06,both,2.175569534301758e-06
offset_-2,42434951,42434952,splice_sites,donor,-,,,1.2014061212539673e-07,1.7974525690078735e-07,both,5.960464477539063e-08
offset_-20,42434933,42434934,splice_sites,acceptor,+,,,7.82310962677002e-07,9.126961231231689e-07,both,1.30385160446167e-07
offset_-20,42434933,42434934,splice_sites,acceptor,-,,,1.9744038581848145e-07,2.4586915969848633e-07,both,4.842877388000488e-08
offset_-20,42434933,42434934,splice_sites,donor,+,,,1.4156103134155273e-06,2.3990869522094727e-06,both,9.834766387939453e-07
offset_-20,42434933,42434934,splice_sites,donor,-,,,3.5390257835388184e-08,4.6798959374427795e-08,both,1.1408701539039612e-08
offset_-21,42434932,42434933,splice_sites,acceptor,+,,,1.996755599975586e-06,1.9371509552001953e-06,both,-5.960464477539063e-08
offset_-21,42434932,42434933,splice_sites,acceptor,-,,,2.039596438407898e-07,2.2351741790771484e-07,both,1.955777406692505e-08
offset_-21,42434932,42434933,splice_sites,donor,+,,,1.7583370208740234e-06,2.562999725341797e-06,both,8.046627044677734e-07
offset_-21,42434932,42434933,splice_sites,donor,-,,,5.550682544708252e-07,6.891787052154541e-07,both,1.341104507446289e-07
offset_-22,42434931,42434932,splice_sites,acceptor,+,,,3.844499588012695e-06,3.9637088775634766e-06,both,1.1920928955078125e-07
offset_-22,42434931,42434932,splice_sites,acceptor,-,,,1.9185245037078857e-07,2.1047890186309814e-07,both,1.862645149230957e-08
offset_-22,42434931,42434932,splice_sites,donor,+,,,2.339482307434082e-06,3.606081008911133e-06,both,1.2665987014770508e-06
offset_-22,42434931,42434932,splice_sites,donor,-,,,5.494803190231323e-08,6.845220923423767e-08,both,1.3504177331924438e-08
offset_-23,42434930,42434931,splice_sites,acceptor,+,,,2.995133399963379e-06,2.995133399963379e-06,both,0.0
offset_-23,42434930,42434931,splice_sites,acceptor,-,,,3.259629011154175e-07,3.5762786865234375e-07,both,3.166496753692627e-08
offset_-23,42434930,42434931,splice_sites,donor,+,,,1.2889504432678223e-06,1.7061829566955566e-06,both,4.172325134277344e-07
offset_-23,42434930,42434931,splice_sites,donor,-,,,8.754432201385498e-08,1.0570511221885681e-07,both,1.816079020500183e-08
offset_-24,42434929,42434930,splice_sites,acceptor,+,,,6.668269634246826e-07,8.046627044677734e-07,both,1.3783574104309082e-07
offset_-24,42434929,42434930,splice_sites,acceptor,-,,,1.4435499906539917e-07,1.8533319234848022e-07,both,4.0978193283081055e-08
offset_-24,42434929,42434930,splice_sites,donor,+,,,1.2814998626708984e-05,2.1457672119140625e-05,both,8.64267349243164e-06
offset_-24,42434929,42434930,splice_sites,donor,-,,,9.313225746154785e-08,1.3597309589385986e-07,both,4.284083843231201e-08
offset_-25,42434928,42434929,splice_sites,acceptor,+,,,2.995133399963379e-06,3.084540367126465e-06,both,8.940696716308594e-08
offset_-25,42434928,42434929,splice_sites,acceptor,-,,,9.639188647270203e-08,1.126900315284729e-07,both,1.6298145055770874e-08
offset_-25,42434928,42434929,splice_sites,donor,+,,,2.2649765014648438e-06,3.293156623840332e-06,both,1.0281801223754883e-06
offset_-25,42434928,42434929,splice_sites,donor,-,,,7.031485438346863e-08,8.754432201385498e-08,both,1.7229467630386353e-08
offset_-26,42434927,42434928,splice_sites,acceptor,+,,,1.6540288925170898e-06,1.7583370208740234e-06,both,1.043081283569336e-07
offset_-26,42434927,42434928,splice_sites,acceptor,-,,,7.497146725654602e-08,8.242204785346985e-08,both,7.450580596923828e-09
offset_-26,42434927,42434928,splice_sites,donor,+,,,4.880130290985107e-07,7.115304470062256e-07,both,2.2351741790771484e-07
offset_-26,42434927,42434928,splice_sites,donor,-,,,1.5832483768463135e-07,1.9744038581848145e-07,both,3.91155481338501e-08
offset_-27,42434926,42434927,splice_sites,acceptor,+,,,1.4156103134155273e-06,2.562999725341797e-06,both,1.1473894119262695e-06
offset_-27,42434926,42434927,splice_sites,acceptor,-,,,3.9301812648773193e-07,8.046627044677734e-07,both,4.116445779800415e-07
offset_-27,42434926,42434927,splice_sites,donor,+,,,5.91278076171875e-05,0.000179290771484375,both,0.0001201629638671875
offset_-27,42434926,42434927,splice_sites,donor,-,,,5.657784640789032e-08,1.3131648302078247e-07,both,7.473863661289215e-08
offset_-28,42434925,42434926,splice_sites,acceptor,+,,,1.6540288925170898e-06,1.7583370208740234e-06,both,1.043081283569336e-07
offset_-28,42434925,42434926,splice_sites,acceptor,-,,,1.0570511221885681e-07,1.1594966053962708e-07,both,1.0244548320770264e-08
offset_-28,42434925,42434926,splice_sites,donor,+,,,9.685754776000977e-07,1.5050172805786133e-06,both,5.364418029785156e-07
offset_-28,42434925,42434926,splice_sites,donor,-,,,2.9616057872772217e-07,3.688037395477295e-07,both,7.264316082000732e-08
offset_-29,42434924,42434925,splice_sites,acceptor,+,,,4.351139068603516e-06,8.64267349243164e-06,both,4.291534423828125e-06
offset_-29,42434924,42434925,splice_sites,acceptor,-,,,5.699694156646729e-07,1.2442469596862793e-06,both,6.742775440216064e-07
offset_-29,42434924,42434925,splice_sites,donor,+,,,0.0001087188720703125,0.000362396240234375,both,0.0002536773681640625
offset_-29,42434924,42434925,splice_sites,donor,-,,,4.172325134277344e-07,1.0356307029724121e-06,both,6.183981895446777e-07
offset_-3,42434950,42434951,splice_sites,acceptor,+,,,1.8775463104248047e-06,1.8775463104248047e-06,both,0.0
offset_-3,42434950,42434951,splice_sites,acceptor,-,,,1.4603137969970703e-06,1.7583370208740234e-06,both,2.980232238769531e-07
offset_-3,42434950,42434951,splice_sites,donor,+,,,7.867813110351562e-06,1.0132789611816406e-05,both,2.2649765014648438e-06
offset_-3,42434950,42434951,splice_sites,donor,-,,,8.242204785346985e-08,9.033828973770142e-08,both,7.916241884231567e-09
offset_-30,42434923,42434924,splice_sites,acceptor,+,,,7.338821887969971e-07,8.307397365570068e-07,both,9.685754776000977e-08
offset_-30,42434923,42434924,splice_sites,acceptor,-,,,2.169981598854065e-07,2.60770320892334e-07,both,4.377216100692749e-08
offset_-30,42434923,42434924,splice_sites,donor,+,,,1.7061829566955566e-06,2.726912498474121e-06,both,1.0207295417785645e-06
offset_-30,42434923,42434924,splice_sites,donor,-,,,9.033828973770142e-08,1.1594966053962708e-07,both,2.561137080192566e-08
offset_-31,42434922,42434923,splice_sites,acceptor,+,,,1.3709068298339844e-06,1.55717134475708e-06,both,1.862645149230957e-07
offset_-31,42434922,42434923,splice_sites,acceptor,-,,,9.639188647270203e-08,1.2759119272232056e-07,both,3.119930624961853e-08
offset_-31,42434922,42434923,splice_sites,donor,+,,,1.0058283805847168e-06,1.7583370208740234e-06,both,7.525086402893066e-07
offset_-31,42434922,42434923,splice_sites,donor,-,,,2.5331974029541016e-07,3.3527612686157227e-07,both,8.195638656616211e-08
offset_-32,42434921,42434922,splice_sites,acceptor,+,,,3.9637088775634766e-06,4.500150680541992e-06,both,5.364418029785156e-07
offset_-32,42434921,42434922,splice_sites,acceptor,-,,,3.1478703022003174e-07,4.4517219066619873e-07,both,1.30385160446167e-07
offset_-32,42434921,42434922,splice_sites,donor,+,,,7.18235969543457e-06,1.341104507446289e-05,both,6.22868537902832e-06
offset_-32,42434921,42434922,splice_sites,donor,-,,,3.7997961044311523e-07,5.21540641784668e-07,both,1.4156103134155273e-07
offset_-33,42434920,42434921,splice_sites,acceptor,+,,,8.046627044677734e-07,9.126961231231689e-07,both,1.0803341865539551e-07
offset_-33,42434920,42434921,splice_sites,acceptor,-,,,3.0547380447387695e-07,4.0605664253234863e-07,both,1.0058283805847168e-07
offset_-33,42434920,42434921,splice_sites,donor,+,,,1.817941665649414e-06,3.1888484954833984e-06,both,1.3709068298339844e-06
offset_-33,42434920,42434921,splice_sites,donor,-,,,8.475035429000854e-08,1.126900315284729e-07,both,2.7939677238464355e-08
offset_-34,42434919,42434920,splice_sites,acceptor,+,,,1.601874828338623e-06,1.601874828338623e-06,both,0.0
offset_-34,42434919,42434920,splice_sites,acceptor,-,,,1.126900315284729e-07,1.3969838619232178e-07,both,2.7008354663848877e-08
offset_-34,42434919,42434920,splice_sites,donor,+,,,1.0058283805847168e-06,1.4603137969970703e-06,both,4.544854164123535e-07
offset_-34,42434919,42434920,splice_sites,donor,-,,,1.5366822481155396e-07,1.8533319234848022e-07,both,3.166496753692627e-08
offset_-35,42434918,42434919,splice_sites,acceptor,+,,,1.601874828338623e-06,1.7583370208740234e-06,both,1.564621925354004e-07
offset_-35,42434918,42434919,splice_sites,acceptor,-,,,2.169981598854065e-07,2.7939677238464355e-07,both,6.239861249923706e-08
offset_-35,42434918,42434919,splice_sites,donor,+,,,4.082918167114258e-06,6.5267086029052734e-06,both,2.4437904357910156e-06
offset_-35,42434918,42434919,splice_sites,donor,-,,,2.2351741790771484e-07,2.868473529815674e-07,both,6.332993507385254e-08
offset_-36,42434917,42434918,splice_sites,acceptor,+,,,1.0654330253601074e-06,1.1026859283447266e-06,both,3.725290298461914e-08
offset_-36,42434917,42434918,splice_sites,acceptor,-,,,1.3597309589385986e-07,1.5832483768463135e-07,both,2.2351741790771484e-08
offset_-36,42434917,42434918,splice_sites,donor,+,,,1.8775463104248047e-06,2.726912498474121e-06,both,8.493661880493164e-07
offset_-36,42434917,42434918,splice_sites,donor,-,,,1.0896474123001099e-07,1.2759119272232056e-07,both,1.862645149230957e-08
offset_-37,42434916,42434917,splice_sites,acceptor,+,,,1.0356307029724121e-06,1.1026859283447266e-06,both,6.705522537231445e-08
offset_-37,42434916,42434917,splice_sites,acceptor,-,,,1.685693860054016e-07,2.169981598854065e-07,both,4.842877388000488e-08
offset_-37,42434916,42434917,splice_sites,donor,+,,,1.996755599975586e-06,3.084540367126465e-06,both,1.087784767150879e-06
offset_-37,42434916,42434917,splice_sites,donor,-,,,2.4586915969848633e-07,3.0547380447387695e-07,both,5.960464477539063e-08
offset_-38,42434915,42434916,splice_sites,acceptor,+,,,1.169741153717041e-06,1.3262033462524414e-06,both,1.564621925354004e-07
offset_-38,42434915,42434916,splice_sites,acceptor,-,,,1.8533319234848022e-07,2.60770320892334e-07,both,7.543712854385376e-08
offset_-38,42434915,42434916,splice_sites,donor,+,,,4.947185516357422e-06,7.867813110351562e-06,both,2.9206275939941406e-06
offset_-38,42434915,42434916,splice_sites,donor,-,,,2.1047890186309814e-07,2.7939677238464355e-07,both,6.891787052154541e-08
offset_-39,42434914,42434915,splice_sites,acceptor,+,,,1.8775463104248047e-06,1.996755599975586e-06,both,1.1920928955078125e-07
offset_-39,42434914,42434915,splice_sites,acceptor,-,,,2.60770320892334e-07,3.3527612686157227e-07,both,7.450580596923828e-08
offset_-39,42434914,42434915,splice_sites,donor,+,,,1.2889504432678223e-06,1.9371509552001953e-06,both,6.48200511932373e-07
offset_-39,42434914,42434915,splice_sites,donor,-,,,2.2351741790771484e-07,2.7008354663848877e-07,both,4.6566128730773926e-08
offset_-4,42434949,42434950,splice_sites,acceptor,+,,,4.500150680541992e-06,5.245208740234375e-06,both,7.450580596923828e-07
offset_-4,42434949,42434950,splice_sites,acceptor,-,,,9.685754776000977e-07,1.4156103134155273e-06,both,4.470348358154297e-07
offset_-4,42434949,42434950,splice_sites,donor,+,,,9.1552734375e-05,0.0001316070556640625,both,4.00543212890625e-05
offset_-4,42434949,42434950,splice_sites,donor,-,,,3.259629011154175e-07,4.4517219066619873e-07,both,1.1920928955078125e-07
offset_-40,42434913,42434914,splice_sites,acceptor,+,,,1.4603137969970703e-06,1.6540288925170898e-06,both,1.9371509552001953e-07
offset_-40,42434913,42434914,splice_sites,acceptor,-,,,2.868473529815674e-07,3.9301812648773193e-07,both,1.0617077350616455e-07
offset_-40,42434913,42434914,splice_sites,donor,+,,,2.1904706954956055e-06,3.606081008911133e-06,both,1.4156103134155273e-06
offset_-40,42434913,42434914,splice_sites,donor,-,,,1.4901161193847656e-07,1.9744038581848145e-07,both,4.842877388000488e-08
offset_-41,42434912,42434913,splice_sites,acceptor,+,,,1.6540288925170898e-06,1.7061829566955566e-06,both,5.21540641784668e-08
offset_-41,42434912,42434913,splice_sites,acceptor,-,,,3.46451997756958e-07,4.172325134277344e-07,both,7.078051567077637e-08
offset_-41,42434912,42434913,splice_sites,donor,+,,,1.55717134475708e-06,2.2649765014648438e-06,both,7.078051567077637e-07
offset_-41,42434912,42434913,splice_sites,donor,-,,,1.7415732145309448e-07,2.039596438407898e-07,both,2.9802322387695312e-08
offset_-42,42434911,42434912,splice_sites,acceptor,+,,,3.1888484954833984e-06,3.5017728805541992e-06,both,3.129243850708008e-07
offset_-42,42434911,42434912,splice_sites,acceptor,-,,,3.1478703022003174e-07,4.172325134277344e-07,both,1.0244548320770264e-07
offset_-42,42434911,42434912,splice_sites,donor,+,,,1.0058283805847168e-06,1.55717134475708e-06,both,5.513429641723633e-07
offset_-42,42434911,42434912,splice_sites,donor,-,,,2.60770320892334e-07,3.3527612686157227e-07,both,7.450580596923828e-08
offset_-43,42434910,42434911,splice_sites,acceptor,+,,,7.82310962677002e-07,8.046627044677734e-07,both,2.2351741790771484e-08
offset_-43,42434910,42434911,splice_sites,acceptor,-,,,2.7008354663848877e-07,3.259629011154175e-07,both,5.587935447692871e-08
offset_-43,42434910,42434911,splice_sites,donor,+,,,8.568167686462402e-07,1.2516975402832031e-06,both,3.948807716369629e-07
offset_-43,42434910,42434911,splice_sites,donor,-,,,4.540197551250458e-08,5.3085386753082275e-08,both,7.683411240577698e-09
offset_-44,42434909,42434910,splice_sites,acceptor,+,,,1.601874828338623e-06,1.55717134475708e-06,both,-4.470348358154297e-08
offset_-44,42434909,42434910,splice_sites,acceptor,-,,,9.918585419654846e-08,1.0896474123001099e-07,both,9.778887033462524e-09
offset_-44,42434909,42434910,splice_sites,donor,+,,,1.2516975402832031e-06,1.55717134475708e-06,both,3.0547380447387695e-07
offset_-44,42434909,42434910,splice_sites,donor,-,,,8.754432201385498e-08,9.033828973770142e-08,both,2.7939677238464355e-09
offset_-45,42434908,42434909,splice_sites,acceptor,+,,,4.500150680541992e-06,5.245208740234375e-06,both,7.450580596923828e-07
offset_-45,42434908,42434909,splice_sites,acceptor,-,,,2.60770320892334e-07,3.5762786865234375e-07,both,9.685754776000977e-08
offset_-45,42434908,42434909,splice_sites,donor,+,,,5.0961971282958984e-06,7.867813110351562e-06,both,2.771615982055664e-06
offset_-45,42434908,42434909,splice_sites,donor,-,,,2.637505531311035e-06,3.293156623840332e-06,both,6.556510925292969e-07
offset_-46,42434907,42434908,splice_sites,acceptor,+,,,2.0563602447509766e-06,2.339482307434082e-06,both,2.8312206268310547e-07
offset_-46,42434907,42434908,splice_sites,acceptor,-,,,1.6391277313232422e-07,2.1047890186309814e-07,both,4.6566128730773926e-08
offset_-46,42434907,42434908,splice_sites,donor,+,,,3.084540367126465e-06,4.947185516357422e-06,both,1.862645149230957e-06
offset_-46,42434907,42434908,splice_sites,donor,-,,,1.2014061212539673e-07,1.4435499906539917e-07,both,2.421438694000244e-08
offset_-47,42434906,42434907,splice_sites,acceptor,+,,,1.1026859283447266e-06,1.3709068298339844e-06,both,2.682209014892578e-07
offset_-47,42434906,42434907,splice_sites,acceptor,-,,,1.6391277313232422e-07,2.384185791015625e-07,both,7.450580596923828e-08
offset_-47,42434906,42434907,splice_sites,donor,+,,,1.2516975402832031e-06,2.115964889526367e-06,both,8.642673492431641e-07
offset_-47,42434906,42434907,splice_sites,donor,-,,,1.2014061212539673e-07,1.5366822481155396e-07,both,3.3527612686157227e-08
offset_-48,42434905,42434906,splice_sites,acceptor,+,,,2.562999725341797e-06,3.293156623840332e-06,both,7.301568984985352e-07
offset_-48,42434905,42434906,splice_sites,acceptor,-,,,1.0244548320770264e-07,1.6391277313232422e-07,both,6.146728992462158e-08
offset_-48,42434905,42434906,splice_sites,donor,+,,,1.2889504432678223e-06,2.4884939193725586e-06,both,1.1995434761047363e-06
offset_-48,42434905,42434906,splice_sites,donor,-,,,7.962808012962341e-08,1.126900315284729e-07,both,3.306195139884949e-08
offset_-49,42434904,42434905,splice_sites,acceptor,+,,,1.1026859283447266e-06,1.2069940567016602e-06,both,1.043081283569336e-07
offset_-49,42434904,42434905,splice_sites,acceptor,-,,,1.126900315284729e-07,1.4901161193847656e-07,both,3.632158041000366e-08
offset_-49,42434904,42434905,splice_sites,donor,+,,,1.996755599975586e-06,3.1888484954833984e-06,both,1.1920928955078125e-06
offset_-49,42434904,42434905,splice_sites,donor,-,,,6.845220923423767e-08,8.242204785346985e-08,both,1.3969838619232178e-08
offset_-5,42434948,42434949,splice_sites,acceptor,+,,,1.4156103134155273e-06,1.55717134475708e-06,both,1.4156103134155273e-07
offset_-5,42434948,42434949,splice_sites,acceptor,-,,,2.4586915969848633e-07,2.60770320892334e-07,both,1.4901161193847656e-08
offset_-5,42434948,42434949,splice_sites,donor,+,,,1.1399388313293457e-06,1.55717134475708e-06,both,4.172325134277344e-07
offset_-5,42434948,42434949,splice_sites,donor,-,,,7.264316082000732e-08,9.033828973770142e-08,both,1.7695128917694092e-08
offset_-6,42434947,42434948,splice_sites,acceptor,+,,,1.2516975402832031e-06,1.601874828338623e-06,both,3.501772880554199e-07
offset_-6,42434947,42434948,splice_sites,acceptor,-,,,9.424984455108643e-07,1.1026859283447266e-06,both,1.601874828338623e-07
offset_-6,42434947,42434948,splice_sites,donor,+,,,2.4884939193725586e-06,3.725290298461914e-06,both,1.2367963790893555e-06
offset_-6,42434947,42434948,splice_sites,donor,-,,,5.145557224750519e-08,7.264316082000732e-08,both,2.1187588572502136e-08
offset_-7,42434946,42434947,splice_sites,acceptor,+,,,0.0003452301025390625,0.0003509521484375,both,5.7220458984375e-06
offset_-7,42434946,42434947,splice_sites,acceptor,-,,,1.7583370208740234e-06,1.817941665649414e-06,both,5.960464477539063e-08
offset_-7,42434946,42434947,splice_sites,donor,+,,,7.867813110351562e-06,8.940696716308594e-06,both,1.0728836059570312e-06
offset_-7,42434946,42434947,splice_sites,donor,-,,,3.5762786865234375e-07,4.172325134277344e-07,both,5.960464477539063e-08
offset_-8,42434945,42434946,splice_sites,acceptor,+,,,5.029141902923584e-07,6.258487701416016e-07,both,1.2293457984924316e-07
offset_-8,42434945,42434946,splice_sites,acceptor,-,,,1.6391277313232422e-07,2.2351741790771484e-07,both,5.960464477539063e-08
offset_-8,42434945,42434946,splice_sites,donor,+,,,1.601874828338623e-06,2.4884939193725586e-06,both,8.866190910339355e-07
offset_-8,42434945,42434946,splice_sites,donor,-,,,2.3632310330867767e-08,3.213062882423401e-08,both,8.498318493366241e-09
offset_-9,42434944,42434945,splice_sites,acceptor,+,,,8.866190910339355e-07,1.0654330253601074e-06,both,1.7881393432617188e-07
offset_-9,42434944,42434945,splice_sites,acceptor,-,,,1.7415732145309448e-07,2.2351741790771484e-07,both,4.936009645462036e-08
offset_-9,42434944,42434945,splice_sites,donor,+,,,3.9637088775634766e-06,6.139278411865234e-06,both,2.175569534301758e-06
offset_-9,42434944,42434945,splice_sites,donor,-,,,9.033828973770142e-08,1.2386590242385864e-07,both,3.3527612686157227e-08
offset_+0,42434953,42434954,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,0.7109375,0.55078125,both,-0.16015625
offset_+0,42434953,42434954,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,0.00225830078125,0.00164794921875,both,-0.0006103515625
offset_+0,42434953,42434954,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,0.482421875,0.333984375,both,-0.1484375
offset_+0,42434953,42434954,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,0.0021820068359375,0.00154876708984375,both,-0.00063323974609375
offset_+1,42434954,42434955,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,3.084540367126465e-06,1.150369644165039e-05,both,8.419156074523926e-06
offset_+1,42434954,42434955,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,5.699694156646729e-07,1.2889504432678223e-06,both,7.189810276031494e-07
offset_+1,42434954,42434955,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.293156623840332e-06,1.150369644165039e-05,both,8.210539817810059e-06
offset_+1,42434954,42434955,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,6.48200511932373e-07,1.4603137969970703e-06,both,8.121132850646973e-07
offset_+10,42434963,42434964,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,5.781650543212891e-06,both,4.127621650695801e-06
offset_+10,42434963,42434964,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.4603137969970703e-06,both,4.544854164123535e-07
offset_+10,42434963,42434964,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.996755599975586e-06,6.5267086029052734e-06,both,4.5299530029296875e-06
offset_+10,42434963,42434964,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,1.55717134475708e-06,both,5.513429641723633e-07
offset_+11,42434964,42434965,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.726912498474121e-06,1.150369644165039e-05,both,8.77678394317627e-06
offset_+11,42434964,42434965,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,2.905726432800293e-06,both,1.2516975402832031e-06
offset_+11,42434964,42434965,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.084540367126465e-06,1.2218952178955078e-05,both,9.134411811828613e-06
offset_+11,42434964,42434965,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,2.905726432800293e-06,both,1.2516975402832031e-06
offset_+12,42434965,42434966,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.115964889526367e-06,5.781650543212891e-06,both,3.6656856536865234e-06
offset_+12,42434965,42434966,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.866190910339355e-07,1.0058283805847168e-06,both,1.1920928955078125e-07
offset_+12,42434965,42434966,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.3990869522094727e-06,6.5267086029052734e-06,both,4.127621650695801e-06
offset_+12,42434965,42434966,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,9.424984455108643e-07,1.1399388313293457e-06,both,1.9744038581848145e-07
