chromosome,start_0based,end_0based_exclusive,strand,track_name,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
chr21,42410635,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.919961015228182e-05,6.977053271839395e-05,both,5.709225661121309e-07
chr21,42410635,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00025965049280785024,0.0002610598166938871,both,1.4093238860368729e-06
chr21,42410635,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.387776375049725e-05,6.405356543837115e-05,both,1.7580168787389994e-07
chr21,42410635,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002706754603423178,0.00027076530386693776,both,8.984352461993694e-08
chr21,42410635,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.666818858822808e-05,4.6815959649393335e-05,both,1.477710611652583e-07
chr21,42410635,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002055584336631,0.00020538992248475552,both,-1.6851117834448814e-07
chr21,42413222,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00932147353887558,0.00932270847260952,both,1.2349337339401245e-06
chr21,42413222,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.013972749002277851,0.013724280521273613,both,-0.00024846848100423813
chr21,42413222,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002501219278201461,0.0002500112750567496,both,-1.1065276339650154e-07
chr21,42413222,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005175316473469138,0.0005163538735359907,both,-1.1777738109230995e-06
chr21,42413222,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00017619901336729527,0.00018306399579159915,both,6.864982424303889e-06
chr21,42413222,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00043310626642778516,0.00044638392864726484,both,1.327766221947968e-05
chr21,42413222,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001538438955321908,0.0001576590002514422,both,3.815104719251394e-06
chr21,42413222,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003784865257330239,0.00038623096770606935,both,7.744441973045468e-06
chr21,42413222,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00017420038057025522,0.0001800098834792152,both,5.809502908959985e-06
chr21,42413222,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004648710018955171,0.0004787888319697231,both,1.3917830074205995e-05
chr21,42413222,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,9.330896864412352e-05,9.553801646688953e-05,both,2.229047822766006e-06
chr21,42413222,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002793828316498548,0.00028427151846699417,both,4.888686817139387e-06
chr21,42413222,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.001087603741325438,0.0011020582169294357,both,1.4454475603997707e-05
chr21,42413222,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0027171929832547903,0.0027142732869833708,both,-2.919696271419525e-06
chr21,42413222,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.0863687394885346e-05,6.0931524785701185e-05,both,6.783739081583917e-08
chr21,42413222,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00019732824875973165,0.00019688767497427762,both,-4.405737854540348e-07
chr21,42413222,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.987344411551021e-05,6.020564615027979e-05,both,3.3220203476957977e-07
chr21,42413222,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00019771135703194886,0.00019820177112706006,both,4.904140951111913e-07
chr21,42413222,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00046992208808660507,0.0004571905010379851,both,-1.2731587048619986e-05
chr21,42413222,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0011697330046445131,0.0011407560668885708,both,-2.8976937755942345e-05
chr21,42413222,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002867710427381098,0.0002796077751554549,both,-7.163267582654953e-06
chr21,42413222,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0010605939896777272,0.0010300365975126624,both,-3.055739216506481e-05
chr21,42413222,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00020108286116737872,0.00019763520685955882,both,-3.447654307819903e-06
chr21,42413222,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.001011845888569951,0.0009872725931927562,both,-2.457329537719488e-05
chr21,42413265,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00022857572184875607,0.0002355344477109611,both,6.9587258622050285e-06
chr21,42413265,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005962298018857837,0.0006035848637111485,both,7.355061825364828e-06
chr21,42413265,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.65245354664512e-05,5.707862146664411e-05,both,5.540860001929104e-07
chr21,42413265,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00017396119073964655,0.0001750938972691074,both,1.1327065294608474e-06
chr21,42413265,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.849180186283775e-05,4.944569445797242e-05,both,9.538925951346755e-07
chr21,42413265,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016551048611290753,0.00016803445760160685,both,2.523971488699317e-06
chr21,42413265,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.525223994278349e-05,4.583798363455571e-05,both,5.857436917722225e-07
chr21,42413265,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015457902918569744,0.00015624598017893732,both,1.6669509932398796e-06
chr21,42413265,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.2441537263803184e-05,5.3427756938617676e-05,both,9.862196748144925e-07
chr21,42413265,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00017323793144896626,0.0001758158323355019,both,2.5779008865356445e-06
chr21,42413265,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.081733277416788e-05,4.143685509916395e-05,both,6.195223249960691e-07
chr21,42413265,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014603912131860852,0.00014715440920554101,both,1.1152878869324923e-06
chr21,42413265,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001326255442108959,0.00013445546210277826,both,1.82991789188236e-06
chr21,42413265,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00038541664252988994,0.00038819285691715777,both,2.776214387267828e-06
chr21,42413265,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.400580317247659e-05,3.411214493098669e-05,both,1.0634175851009786e-07
chr21,42413265,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00012628419790416956,0.00012633563892450184,both,5.144102033227682e-08
chr21,42413265,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.233558891224675e-05,3.251792077207938e-05,both,1.8233185983262956e-07
chr21,42413265,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00012139405589550734,0.00012170295667601749,both,3.0890078051015735e-07
chr21,42413265,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.839206227799878e-05,7.826194632798433e-05,both,-1.301159500144422e-07
chr21,42413265,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002481577103026211,0.0002477465313859284,both,-4.1117891669273376e-07
chr21,42413265,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.411803042283282e-05,6.383696018019691e-05,both,-2.8107024263590574e-07
chr21,42413265,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002360576472710818,0.00023444765247404575,both,-1.6099947970360518e-06
chr21,42413265,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.13052470725961e-05,6.116258737165481e-05,both,-1.4265970094129443e-07
chr21,42413265,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002445409190841019,0.00024354259949177504,both,-9.983195923268795e-07
chr21,42413523,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0004096730554010719,0.00042870952165685594,both,1.9036466255784035e-05
chr21,42413523,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0009496539132669568,0.0009719793451949954,both,2.2325431928038597e-05
chr21,42413523,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.209018076537177e-05,7.335664849961177e-05,both,1.2664677342399955e-06
chr21,42413523,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002004879788728431,0.00020315241999924183,both,2.664441126398742e-06
chr21,42413523,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.139845208963379e-05,6.274362385738641e-05,both,1.3451717677526176e-06
chr21,42413523,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001899126364151016,0.00019341510778758675,both,3.502471372485161e-06
chr21,42413523,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.668069570674561e-05,5.75084013689775e-05,both,8.277056622318923e-07
chr21,42413523,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00017497704538982362,0.0001773171970853582,both,2.340151695534587e-06
chr21,42413523,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.581751949852332e-05,6.743222184013575e-05,both,1.6147023416124284e-06
chr21,42413523,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002024079585680738,0.00020654893887694925,both,4.1409803088754416e-06
chr21,42413523,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.190394222154282e-05,5.272229827824049e-05,both,8.183560566976666e-07
chr21,42413523,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016889376274775714,0.0001704881142359227,both,1.5943514881655574e-06
chr21,42413523,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00015399638505186886,0.00015758731751702726,both,3.590932465158403e-06
chr21,42413523,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00048811439773999155,0.0004935762262903154,both,5.461828550323844e-06
chr21,42413523,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.9202011976158246e-05,3.937586734537035e-05,both,1.7385536921210587e-07
chr21,42413523,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013448329991661012,0.00013480056077241898,both,3.172608558088541e-07
chr21,42413523,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.0134171285899356e-05,4.0438681025989354e-05,both,3.0450974008999765e-07
chr21,42413523,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013625760038848966,0.00013692060019820929,both,6.629998097196221e-07
chr21,42413523,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00010219305113423616,0.00010235719673801214,both,1.641456037759781e-07
chr21,42413523,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003059925220441073,0.0003055432462133467,both,-4.492758307605982e-07
chr21,42413523,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.142078877426684e-05,8.142180013237521e-05,both,1.0113581083714962e-09
chr21,42413523,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002892865159083158,0.00028803167515434325,both,-1.2548407539725304e-06
chr21,42413523,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,7.34421846573241e-05,7.353532419074327e-05,both,9.313953341916203e-08
chr21,42413523,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002879896492231637,0.0002873003832064569,both,-6.892660167068243e-07
chr21,42415529,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00015260280633810908,0.00015418932889588177,both,1.586522557772696e-06
chr21,42415529,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004054236924275756,0.00040653013275004923,both,1.1064403224736452e-06
chr21,42415529,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.9534381105331704e-05,4.9888745706994087e-05,both,3.543646016623825e-07
chr21,42415529,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015806184092070907,0.0001592270127730444,both,1.1651718523353338e-06
chr21,42415529,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.315626913215965e-05,5.4411193559644744e-05,both,1.2549244274850935e-06
chr21,42415529,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001699665590422228,0.000173209176864475,both,3.242617822252214e-06
chr21,42415529,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.851589983445592e-05,4.9253729230258614e-05,both,7.378293958026916e-07
chr21,42415529,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001570280728628859,0.00015915885160211474,both,2.1307787392288446e-06
chr21,42415529,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.296266342862509e-05,4.3359657865948975e-05,both,3.969944373238832e-07
chr21,42415529,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014912092592567205,0.00015054830873850733,both,1.4273828128352761e-06
chr21,42415529,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.4293243263382465e-05,4.4966425775783136e-05,both,6.731825124006718e-07
chr21,42415529,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001473412849009037,0.00014890336024109274,both,1.5620753401890397e-06
chr21,42415529,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,9.706679702503607e-05,9.80733530013822e-05,both,1.0065559763461351e-06
chr21,42415529,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00028014768031425774,0.00028221512911841273,both,2.067448804154992e-06
chr21,42415529,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.144547347095795e-05,4.148738662479445e-05,both,4.1913153836503625e-08
chr21,42415529,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014332054706756026,0.00014345729141496122,both,1.367443474009633e-07
chr21,42415529,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.132651520194486e-05,4.151620305492543e-05,both,1.89687852980569e-07
chr21,42415529,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014211474626790732,0.0001426291564712301,both,5.144102033227682e-07
chr21,42415529,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00015177081513684243,0.00015009590424597263,both,-1.6749108908697963e-06
chr21,42415529,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003713324258569628,0.0003690326411742717,both,-2.2997846826910973e-06
chr21,42415529,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.755663343938068e-05,6.710160232614726e-05,both,-4.5503111323341727e-07
chr21,42415529,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00021285803813952953,0.0002118011616403237,both,-1.0568764992058277e-06
chr21,42415529,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.6625173126813024e-05,4.651205745176412e-05,both,-1.1311567504890263e-07
chr21,42415529,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00018254017049912363,0.0001822648337110877,both,-2.753367880359292e-07
chr21,42416008,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00016923989460337907,0.00017339874466415495,both,4.158850060775876e-06
chr21,42416008,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00046110182302072644,0.00046696551726199687,both,5.863694241270423e-06
chr21,42416008,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.021197284804657e-05,5.07428303535562e-05,both,5.308575055096298e-07
chr21,42416008,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016062868235167116,0.00016229508037213236,both,1.6663980204612017e-06
chr21,42416008,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.52101812697947e-05,4.593407720676623e-05,both,7.238959369715303e-07
chr21,42416008,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015229402924887836,0.00015440252900589257,both,2.108499757014215e-06
chr21,42416008,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.220417031319812e-05,4.261621506884694e-05,both,4.120447556488216e-07
chr21,42416008,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000144061996252276,0.00014554959489032626,both,1.4875986380502582e-06
chr21,42416008,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.868140604230575e-05,4.945484397467226e-05,both,7.734379323665053e-07
chr21,42416008,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016177976795006543,0.00016416104335803539,both,2.3812754079699516e-06
chr21,42416008,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.800577517016791e-05,4.894497396890074e-05,both,9.391987987328321e-07
chr21,42416008,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015529528900515288,0.00015750287275295705,both,2.207583747804165e-06
chr21,42416008,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00012807242455892265,0.00012886787590105087,both,7.954513421282172e-07
chr21,42416008,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00034501974005252123,0.00034597309422679245,both,9.533541742712259e-07
chr21,42416008,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.563794962246902e-05,3.569608088582754e-05,both,5.813126335851848e-08
chr21,42416008,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001308709179284051,0.00013110862346366048,both,2.3770553525537252e-07
chr21,42416008,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.607450707932003e-05,3.6260033084545285e-05,both,1.8552600522525609e-07
chr21,42416008,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013162902905605733,0.00013222219422459602,both,5.931651685386896e-07
chr21,42416008,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,9.518888691673055e-05,9.464723552810028e-05,both,-5.41651388630271e-07
chr21,42416008,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0002785481046885252,0.000277352228295058,both,-1.1958763934671879e-06
chr21,42416008,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00011112511128885671,0.00011054515925934538,both,-5.799520295113325e-07
chr21,42416008,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003083112242165953,0.0003069308295380324,both,-1.3803946785628796e-06
chr21,42416008,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.986495282035321e-05,6.938548904145136e-05,both,-4.794637789018452e-07
chr21,42416008,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000246573326876387,0.0002451748005114496,both,-1.3985263649374247e-06
chr21,42416308,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0002009795280173421,0.0002040569670498371,both,3.077439032495022e-06
chr21,42416308,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005345942336134613,0.0005344825913198292,both,-1.1164229363203049e-07
chr21,42416308,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.596456685452722e-05,5.643275653710589e-05,both,4.68189682578668e-07
chr21,42416308,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00017668998043518513,0.00017741511692292988,both,7.251364877447486e-07
chr21,42416308,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.319172876421362e-05,4.3826181354233995e-05,both,6.344525900203735e-07
chr21,42416308,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00014831284352112561,0.0001493842137278989,both,1.071370206773281e-06
chr21,42416308,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.084151441929862e-05,4.1198512917617336e-05,both,3.569984983187169e-07
chr21,42416308,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001413370919181034,0.00014195790572557598,both,6.208138074725866e-07
chr21,42416308,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.8580954171484336e-05,4.9371625209460035e-05,both,7.906710379756987e-07
chr21,42416308,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00015949706721585244,0.0001612013584235683,both,1.704291207715869e-06
chr21,42416308,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,4.2463638237677515e-05,4.312159580877051e-05,both,6.57957571092993e-07
chr21,42416308,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0001481153885833919,0.00014913272752892226,both,1.017338945530355e-06
chr21,42416308,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001599228853592649,0.00016011958359740674,both,1.9669823814183474e-07
chr21,42416308,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00042144590406678617,0.00041886718827299774,both,-2.578715793788433e-06
chr21,42416308,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.6373599868966267e-05,3.641153307398781e-05,both,3.793320502154529e-08
chr21,42416308,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013232258788775653,0.00013188872253522277,both,-4.338653525337577e-07
chr21,42416308,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.321398253319785e-05,3.33414354827255e-05,both,1.2745294952765107e-07
chr21,42416308,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00012646423419937491,0.00012635200982913375,both,-1.1222437024116516e-07
chr21,42416308,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,6.396524258889258e-05,6.370979099301621e-05,both,-2.554515958763659e-07
chr21,42416308,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00021839891269337386,0.00021689858112949878,both,-1.5003315638750792e-06
chr21,42416308,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001667113247094676,0.0001638704416109249,both,-2.8408830985426903e-06
chr21,42416308,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004446302482392639,0.0004362317849881947,both,-8.398463251069188e-06
chr21,42416308,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,8.907588926376775e-05,8.779193740338087e-05,both,-1.2839518603868783e-06
chr21,42416308,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00028892181580886245,0.00028416799614205956,both,-4.753819666802883e-06
chr21,42416611,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0008494331850670278,0.0008718182216398418,both,2.2385036572813988e-05
chr21,42416611,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0015318806981667876,0.0015730835730209947,both,4.120287485420704e-05
chr21,42416611,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00013746210606768727,0.00013949954882264137,both,2.0374427549540997e-06
chr21,42416611,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003262846148572862,0.0003311768523417413,both,4.892237484455109e-06
chr21,42416611,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00023573463840875775,0.00024578458396717906,both,1.0049945558421314e-05
chr21,42416611,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0005764878005720675,0.0005961828865110874,both,1.969508593901992e-05
chr21,42416611,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001879965711850673,0.0001926337426993996,both,4.6371715143322945e-06
chr21,42416611,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004688291810452938,0.0004789785307366401,both,1.0149349691346288e-05
chr21,42416611,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00028699400718323886,0.00029848262784071267,both,1.1488620657473803e-05
chr21,42416611,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0006508161313831806,0.0006727880681864917,both,2.197193680331111e-05
chr21,42416611,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00016469683032482862,0.00016976390907075256,both,5.067078745923936e-06
chr21,42416611,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0004102069651708007,0.00041959492955356836,both,9.387964382767677e-06
chr21,42416611,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0074638971127569675,0.007109856698662043,both,-0.0003540404140949249
