experiment,file_accession,group,source_line,chromosome,start0,end0,source_fields_json
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45085,chr19,46819731,46822683,"[""chr19"",""46819731"",""46822683"",""Peak_15394"",""187"",""."",""16.66829"",""50.28585"",""47.75022"",""2186""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45086,chr19,46823056,46826265,"[""chr19"",""46823056"",""46826265"",""Peak_26420"",""133"",""."",""12.03249"",""35.55903"",""33.33558"",""1664""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45087,chr19,46845612,46847364,"[""chr19"",""46845612"",""46847364"",""Peak_3911"",""333"",""."",""22.96772"",""90.16192"",""86.84136"",""796""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45088,chr19,46849125,46850624,"[""chr19"",""46849125"",""46850624"",""Peak_10881"",""223"",""."",""14.78802"",""60.11917"",""57.38575"",""756""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45089,chr19,46855642,46856171,"[""chr19"",""46855642"",""46856171"",""Peak_84282"",""33"",""."",""4.78462"",""8.35532"",""6.81974"",""264""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45090,chr19,46856431,46857457,"[""chr19"",""46856431"",""46857457"",""Peak_5055"",""304"",""."",""21.77307"",""82.22433"",""79.06043"",""398""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45091,chr19,46859556,46860783,"[""chr19"",""46859556"",""46860783"",""Peak_23346"",""145"",""."",""13.76579"",""38.91430"",""36.62107"",""338""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45092,chr19,46861495,46864146,"[""chr19"",""46861495"",""46864146"",""Peak_22816"",""147"",""."",""11.09101"",""39.36119"",""37.05487"",""1435""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45093,chr19,46865403,46866053,"[""chr19"",""46865403"",""46866053"",""Peak_78890"",""37"",""."",""5.22090"",""9.46595"",""7.89559"",""191""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45094,chr19,46913773,46914505,"[""chr19"",""46913773"",""46914505"",""Peak_60825"",""57"",""."",""7.19852"",""15.01590"",""13.28962"",""475""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45095,chr19,46924184,46925449,"[""chr19"",""46924184"",""46925449"",""Peak_65236"",""51"",""."",""4.88563"",""13.24787"",""11.56658"",""694""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45096,chr19,46954776,46956285,"[""chr19"",""46954776"",""46956285"",""Peak_40125"",""94"",""."",""7.82417"",""25.08818"",""23.10882"",""282""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45097,chr19,46980035,46983007,"[""chr19"",""46980035"",""46983007"",""Peak_23050"",""146"",""."",""11.60295"",""39.24977"",""36.94912"",""1062""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45098,chr19,46984014,46985127,"[""chr19"",""46984014"",""46985127"",""Peak_12928"",""205"",""."",""17.20070"",""55.23412"",""52.59587"",""351""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45099,chr19,46991156,46991767,"[""chr19"",""46991156"",""46991767"",""Peak_23365"",""145"",""."",""10.38791"",""38.88894"",""36.59619"",""346""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45100,chr19,47019455,47020607,"[""chr19"",""47019455"",""47020607"",""Peak_100641"",""23"",""."",""4.00039"",""5.86564"",""4.41465"",""262""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45101,chr19,47020784,47021455,"[""chr19"",""47020784"",""47021455"",""Peak_94345"",""26"",""."",""4.33376"",""6.68401"",""5.20354"",""431""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45102,chr19,47035056,47037054,"[""chr19"",""47035056"",""47037054"",""Peak_35874"",""104"",""."",""9.23500"",""27.85045"",""25.80438"",""651""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45103,chr19,47047227,47048594,"[""chr19"",""47047227"",""47048594"",""Peak_32468"",""113"",""."",""11.66780"",""30.32409"",""28.21902"",""412""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45104,chr19,47074589,47076434,"[""chr19"",""47074589"",""47076434"",""Peak_21814"",""151"",""."",""10.13079"",""40.66200"",""38.33006"",""1120""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45106,chr19,47095889,47096515,"[""chr19"",""47095889"",""47096515"",""Peak_84283"",""33"",""."",""4.78462"",""8.35532"",""6.81974"",""201""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45107,chr19,47106657,47110734,"[""chr19"",""47106657"",""47110734"",""Peak_28352"",""126"",""."",""11.48386"",""33.80445"",""31.62087"",""3299""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45108,chr19,47113739,47114542,"[""chr19"",""47113739"",""47114542"",""Peak_70208"",""45"",""."",""4.55992"",""11.72448"",""10.08684"",""421""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45110,chr19,47130322,47130778,"[""chr19"",""47130322"",""47130778"",""Peak_101738"",""23"",""."",""3.32527"",""5.78672"",""4.34194"",""237""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45111,chr19,47130909,47132367,"[""chr19"",""47130909"",""47132367"",""Peak_49853"",""74"",""."",""8.66751"",""19.61563"",""17.76678"",""528""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45112,chr19,47155832,47158936,"[""chr19"",""47155832"",""47158936"",""Peak_918"",""487"",""."",""27.96474"",""132.09029"",""127.92329"",""1976""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45113,chr19,47176097,47177127,"[""chr19"",""47176097"",""47177127"",""Peak_43361"",""87"",""."",""7.82895"",""23.06938"",""21.13678"",""572""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45115,chr19,47210449,47211345,"[""chr19"",""47210449"",""47211345"",""Peak_47955"",""77"",""."",""7.57743"",""20.51083"",""18.63942"",""654""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45118,chr19,47225273,47226278,"[""chr19"",""47225273"",""47226278"",""Peak_36816"",""102"",""."",""8.69883"",""27.19059"",""25.15868"",""530""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45119,chr19,47226392,47228107,"[""chr19"",""47226392"",""47228107"",""Peak_25607"",""136"",""."",""11.26271"",""36.54959"",""34.30630"",""597""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45120,chr19,47228296,47230504,"[""chr19"",""47228296"",""47230504"",""Peak_12828"",""205"",""."",""17.69887"",""55.39096"",""52.74923"",""604""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45121,chr19,47231343,47232900,"[""chr19"",""47231343"",""47232900"",""Peak_19023"",""165"",""."",""9.76783"",""44.42757"",""42.01618"",""421""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45122,chr19,47239630,47240427,"[""chr19"",""47239630"",""47240427"",""Peak_55752"",""65"",""."",""7.28245"",""17.01932"",""15.24001"",""387""]"
ENCSR000ASM,ENCFF493TKQ,H3K4me1,45123,chr19,47240545,47242018,"[""chr19"",""47240545"",""47242018"",""Peak_42304"",""89"",""."",""8.28782"",""23.58395"",""21.63745"",""1033""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25594,chr19,46192638,46193852,"[""chr19"",""46192638"",""46193852"",""Peak_32930"",""24"",""."",""3.94608"",""12.89295"",""10.96152"",""918""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25595,chr19,46209519,46209925,"[""chr19"",""46209519"",""46209925"",""Peak_57425"",""13"",""."",""2.88130"",""4.32691"",""2.58330"",""229""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25596,chr19,46346283,46348049,"[""chr19"",""46346283"",""46348049"",""Peak_350"",""715"",""."",""68.82616"",""519.46979"",""514.87018"",""1011""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25597,chr19,46349490,46351937,"[""chr19"",""46349490"",""46351937"",""Peak_26298"",""35"",""."",""7.62494"",""20.89175"",""18.87766"",""960""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25601,chr19,46403767,46404949,"[""chr19"",""46403767"",""46404949"",""Peak_21804"",""50"",""."",""10.11049"",""32.01107"",""29.91985"",""280""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25602,chr19,46426407,46426851,"[""chr19"",""46426407"",""46426851"",""Peak_30232"",""28"",""."",""6.40675"",""15.49196"",""13.52860"",""212""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25603,chr19,46428660,46429168,"[""chr19"",""46428660"",""46429168"",""Peak_47325"",""15"",""."",""3.93760"",""6.40636"",""4.59551"",""328""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25604,chr19,46471078,46471958,"[""chr19"",""46471078"",""46471958"",""Peak_25502"",""37"",""."",""7.99407"",""22.32906"",""20.30178"",""587""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25605,chr19,46489484,46490522,"[""chr19"",""46489484"",""46490522"",""Peak_15187"",""114"",""."",""18.75253"",""79.03300"",""76.74913"",""800""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25606,chr19,46492876,46494670,"[""chr19"",""46492876"",""46494670"",""Peak_20945"",""55"",""."",""10.81596"",""35.42670"",""33.31815"",""990""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25607,chr19,46529314,46529998,"[""chr19"",""46529314"",""46529998"",""Peak_21345"",""53"",""."",""8.71352"",""33.68873"",""31.58881"",""239""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25608,chr19,46530191,46530968,"[""chr19"",""46530191"",""46530968"",""Peak_27432"",""33"",""."",""4.16530"",""19.30075"",""17.30203"",""345""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25609,chr19,46550600,46551169,"[""chr19"",""46550600"",""46551169"",""Peak_37680"",""20"",""."",""4.56937"",""9.78454"",""7.90186"",""345""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25610,chr19,46551483,46551870,"[""chr19"",""46551483"",""46551870"",""Peak_44884"",""16"",""."",""3.37486"",""6.99766"",""5.17205"",""287""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25611,chr19,46600038,46603570,"[""chr19"",""46600038"",""46603570"",""Peak_994"",""636"",""."",""49.37701"",""461.52011"",""457.37924"",""1658""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25612,chr19,46618763,46619417,"[""chr19"",""46618763"",""46619417"",""Peak_51156"",""14"",""."",""2.70868"",""5.42882"",""3.64529"",""87""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25613,chr19,46619580,46620448,"[""chr19"",""46619580"",""46620448"",""Peak_28786"",""30"",""."",""6.80208"",""17.09056"",""15.10950"",""540""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25614,chr19,46620499,46620928,"[""chr19"",""46620499"",""46620928"",""Peak_35405"",""22"",""."",""5.34855"",""11.06994"",""9.16426"",""196""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25615,chr19,46623291,46625649,"[""chr19"",""46623291"",""46625649"",""Peak_13744"",""146"",""."",""20.41078"",""102.29277"",""99.93448"",""1674""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25616,chr19,46633806,46634308,"[""chr19"",""46633806"",""46634308"",""Peak_18124"",""76"",""."",""11.40265"",""50.78511"",""48.60547"",""213""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25617,chr19,46634431,46634968,"[""chr19"",""46634431"",""46634968"",""Peak_26051"",""36"",""."",""7.81770"",""21.31160"",""19.29316"",""186""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25618,chr19,46638264,46640034,"[""chr19"",""46638264"",""46640034"",""Peak_17329"",""83"",""."",""13.47275"",""55.93479"",""53.73350"",""757""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25619,chr19,46659424,46659972,"[""chr19"",""46659424"",""46659972"",""Peak_43505"",""17"",""."",""3.64170"",""7.33416"",""5.49890"",""334""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25620,chr19,46660040,46661196,"[""chr19"",""46660040"",""46661196"",""Peak_19763"",""62"",""."",""11.81811"",""40.77760"",""38.64230"",""920""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25621,chr19,46661524,46662164,"[""chr19"",""46661524"",""46662164"",""Peak_16399"",""95"",""."",""14.36342"",""64.82974"",""62.59543"",""218""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25623,chr19,46713828,46718795,"[""chr19"",""46713828"",""46718795"",""Peak_8201"",""339"",""."",""24.08145"",""243.48311"",""240.64481"",""2999""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25624,chr19,46730374,46734855,"[""chr19"",""46730374"",""46734855"",""Peak_12381"",""188"",""."",""18.22105"",""132.72873"",""130.27676"",""1159""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25625,chr19,46743251,46743642,"[""chr19"",""46743251"",""46743642"",""Peak_42021"",""17"",""."",""4.29034"",""7.87180"",""6.02470"",""125""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25626,chr19,46744070,46744351,"[""chr19"",""46744070"",""46744351"",""Peak_53242"",""14"",""."",""3.40850"",""5.04344"",""3.27207"",""95""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25627,chr19,46744521,46747256,"[""chr19"",""46744521"",""46747256"",""Peak_4963"",""454"",""."",""42.52384"",""328.45056"",""325.20969"",""1264""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25628,chr19,46755115,46755686,"[""chr19"",""46755115"",""46755686"",""Peak_33401"",""24"",""."",""5.59132"",""12.55750"",""10.63163"",""344""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25629,chr19,46783863,46789093,"[""chr19"",""46783863"",""46789093"",""Peak_4190"",""481"",""."",""36.32342"",""347.73141"",""344.38193"",""4377""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25630,chr19,46821151,46822112,"[""chr19"",""46821151"",""46822112"",""Peak_44253"",""16"",""."",""4.11397"",""7.12698"",""5.29623"",""509""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25631,chr19,46824089,46825571,"[""chr19"",""46824089"",""46825571"",""Peak_25090"",""38"",""."",""7.68562"",""23.14005"",""21.10706"",""215""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25632,chr19,46829875,46830393,"[""chr19"",""46829875"",""46830393"",""Peak_27359"",""33"",""."",""7.28860"",""19.31572"",""17.31524"",""293""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25633,chr19,46845743,46846618,"[""chr19"",""46845743"",""46846618"",""Peak_33970"",""23"",""."",""4.81716"",""12.00287"",""10.08252"",""227""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25634,chr19,46849273,46851054,"[""chr19"",""46849273"",""46851054"",""Peak_3966"",""490"",""."",""36.79475"",""354.21567"",""350.82855"",""1260""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25635,chr19,46855907,46857098,"[""chr19"",""46855907"",""46857098"",""Peak_12631"",""179"",""."",""14.41945"",""126.58258"",""124.14973"",""601""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25636,chr19,46859664,46860029,"[""chr19"",""46859664"",""46860029"",""Peak_40482"",""18"",""."",""4.57872"",""8.51416"",""6.65540"",""220""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25637,chr19,46860115,46863242,"[""chr19"",""46860115"",""46863242"",""Peak_8242"",""337"",""."",""39.31561"",""242.62172"",""239.78696"",""1728""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25638,chr19,46954493,46955924,"[""chr19"",""46954493"",""46955924"",""Peak_9269"",""300"",""."",""29.30087"",""214.94106"",""212.21228"",""1024""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25639,chr19,46980970,46982016,"[""chr19"",""46980970"",""46982016"",""Peak_28922"",""30"",""."",""6.38390"",""16.93061"",""14.95098"",""617""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25640,chr19,47035497,47036632,"[""chr19"",""47035497"",""47036632"",""Peak_15474"",""109"",""."",""12.47394"",""75.31387"",""73.04278"",""715""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25641,chr19,47047233,47049356,"[""chr19"",""47047233"",""47049356"",""Peak_6554"",""399"",""."",""48.73512"",""287.60907"",""284.57751"",""1179""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25642,chr19,47075486,47075921,"[""chr19"",""47075486"",""47075921"",""Peak_45138"",""16"",""."",""3.14153"",""6.96909"",""5.14519"",""163""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25643,chr19,47109073,47114340,"[""chr19"",""47109073"",""47114340"",""Peak_307"",""725"",""."",""61.00012"",""527.30560"",""522.63739"",""2673""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25644,chr19,47130375,47131773,"[""chr19"",""47130375"",""47131773"",""Peak_3102"",""522"",""."",""60.19905"",""378.32016"",""374.78317"",""745""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25646,chr19,47156556,47158601,"[""chr19"",""47156556"",""47158601"",""Peak_20156"",""60"",""."",""8.57525"",""38.86121"",""36.73527"",""1344""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25650,chr19,47210843,47211164,"[""chr19"",""47210843"",""47211164"",""Peak_38616"",""19"",""."",""4.00196"",""9.32029"",""7.44559"",""189""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25653,chr19,47225629,47231244,"[""chr19"",""47225629"",""47231244"",""Peak_869"",""646"",""."",""71.31025"",""469.16592"",""464.96466"",""4440""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25654,chr19,47231281,47232052,"[""chr19"",""47231281"",""47232052"",""Peak_11667"",""212"",""."",""28.57938"",""150.60374"",""148.09566"",""279""]"
ENCSR000ASN,ENCFF112PES,H3K4me3,25655,chr19,47232504,47232760,"[""chr19"",""47232504"",""47232760"",""Peak_60984"",""12"",""."",""2.55476"",""3.64540"",""1.92995"",""218""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,533,chr19,47109425,47113883,"[""chr19"",""47109425"",""47113883"",""Peak_533"",""562"",""."",""31.39535"",""236.25262"",""231.84253"",""2381""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,894,chr19,46601312,46602654,"[""chr19"",""46601312"",""46602654"",""Peak_894"",""532"",""."",""28.76378"",""223.38429"",""219.16382"",""326""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,1044,chr19,46346442,46347780,"[""chr19"",""46346442"",""46347780"",""Peak_1044"",""520"",""."",""30.84362"",""218.50081"",""214.35098"",""762""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,4196,chr19,46745101,46746456,"[""chr19"",""46745101"",""46746456"",""Peak_4196"",""387"",""."",""24.82304"",""162.24461"",""158.82150"",""749""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,4278,chr19,46786075,46788628,"[""chr19"",""46786075"",""46788628"",""Peak_4278"",""385"",""."",""24.32639"",""161.45074"",""158.03908"",""2175""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,5234,chr19,46849667,46850970,"[""chr19"",""46849667"",""46850970"",""Peak_5234"",""359"",""."",""21.71077"",""150.02318"",""146.73071"",""908""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,5660,chr19,47230566,47231163,"[""chr19"",""47230566"",""47231163"",""Peak_5660"",""347"",""."",""17.91969"",""144.93506"",""141.69281"",""256""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,5978,chr19,47130822,47131641,"[""chr19"",""47130822"",""47131641"",""Peak_5978"",""337"",""."",""16.48548"",""140.90524"",""137.70355"",""286""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,6458,chr19,46860263,46862456,"[""chr19"",""46860263"",""46862456"",""Peak_6458"",""325"",""."",""28.37883"",""135.73129"",""132.58040"",""416""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,7031,chr19,46716030,46717906,"[""chr19"",""46716030"",""46717906"",""Peak_7031"",""307"",""."",""21.39385"",""128.27228"",""125.18880"",""1341""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,8776,chr19,46955005,46955812,"[""chr19"",""46955005"",""46955812"",""Peak_8776"",""255"",""."",""37.01018"",""106.10998"",""103.20322"",""456""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,9147,chr19,47047972,47048696,"[""chr19"",""47047972"",""47048696"",""Peak_9147"",""244"",""."",""21.06950"",""101.30855"",""98.43600"",""439""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,9350,chr19,47228314,47230491,"[""chr19"",""47228314"",""47230491"",""Peak_9350"",""237"",""."",""12.25480"",""98.60899"",""95.75565"",""1878""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,10127,chr19,46746511,46747011,"[""chr19"",""46746511"",""46747011"",""Peak_10127"",""214"",""."",""16.62370"",""88.92117"",""86.13489"",""179""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,11203,chr19,47226329,47228260,"[""chr19"",""47226329"",""47228260"",""Peak_11203"",""180"",""."",""13.32892"",""74.27232"",""71.58121"",""1464""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,11497,chr19,46600245,46601243,"[""chr19"",""46600245"",""46601243"",""Peak_11497"",""171"",""."",""10.47508"",""70.64132"",""67.97364"",""312""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,14292,chr19,47231340,47231762,"[""chr19"",""47231340"",""47231762"",""Peak_14292"",""100"",""."",""10.93285"",""40.55651"",""38.07843"",""199""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,14835,chr19,46624729,46625120,"[""chr19"",""46624729"",""46625120"",""Peak_14835"",""90"",""."",""10.44171"",""36.22252"",""33.77337"",""206""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,16161,chr19,46713941,46714940,"[""chr19"",""46713941"",""46714940"",""Peak_16161"",""70"",""."",""6.31231"",""27.68770"",""25.30022"",""720""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,18313,chr19,46731366,46731717,"[""chr19"",""46731366"",""46731717"",""Peak_18313"",""47"",""."",""5.00928"",""17.78356"",""15.47774"",""163""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,18429,chr19,46784442,46784872,"[""chr19"",""46784442"",""46784872"",""Peak_18429"",""46"",""."",""7.22635"",""17.38039"",""15.07819"",""282""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,18631,chr19,46660751,46661111,"[""chr19"",""46660751"",""46661111"",""Peak_18631"",""44"",""."",""6.56056"",""16.58737"",""14.29232"",""203""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,18885,chr19,46856317,46856941,"[""chr19"",""46856317"",""46856941"",""Peak_18885"",""42"",""."",""4.25395"",""15.98026"",""13.69146"",""221""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,20108,chr19,46639367,46639886,"[""chr19"",""46639367"",""46639886"",""Peak_20108"",""35"",""."",""4.93682"",""12.76924"",""10.51377"",""250""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,21141,chr19,47036025,47036342,"[""chr19"",""47036025"",""47036342"",""Peak_21141"",""30"",""."",""4.60565"",""10.87430"",""8.64360"",""117""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,22280,chr19,46624196,46624609,"[""chr19"",""46624196"",""46624609"",""Peak_22280"",""26"",""."",""4.33883"",""9.00689"",""6.80008"",""165""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,22590,chr19,46490040,46490417,"[""chr19"",""46490040"",""46490417"",""Peak_22590"",""26"",""."",""3.82269"",""8.87152"",""6.66811"",""193""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,25490,chr19,46830100,46830343,"[""chr19"",""46830100"",""46830343"",""Peak_25490"",""18"",""."",""4.14946"",""5.86499"",""3.71181"",""79""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,26565,chr19,46193398,46193640,"[""chr19"",""46193398"",""46193640"",""Peak_26565"",""17"",""."",""4.31620"",""5.25377"",""3.11596"",""149""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,27134,chr19,46530329,46530540,"[""chr19"",""46530329"",""46530540"",""Peak_27134"",""16"",""."",""3.04966"",""4.98353"",""2.85286"",""91""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,28071,chr19,46192822,46193048,"[""chr19"",""46192822"",""46193048"",""Peak_28071"",""15"",""."",""3.64154"",""4.33455"",""2.21828"",""67""]"
ENCSR000DWL,ENCFF651GXK,H3K4me3,28228,chr19,46633955,46634162,"[""chr19"",""46633955"",""46634162"",""Peak_28228"",""15"",""."",""2.69830"",""4.24476"",""2.13090"",""83""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53331,chr19,46192757,46192960,"[""chr19"",""46192757"",""46192960"",""."",""0"",""."",""0.60479"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53332,chr19,46193220,46193380,"[""chr19"",""46193220"",""46193380"",""."",""0"",""."",""12.8715"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53333,chr19,46256960,46257140,"[""chr19"",""46256960"",""46257140"",""."",""0"",""."",""1.84066"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53334,chr19,46262960,46263200,"[""chr19"",""46262960"",""46263200"",""."",""0"",""."",""1.26217"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53335,chr19,46265340,46265520,"[""chr19"",""46265340"",""46265520"",""."",""0"",""."",""1.95899"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53336,chr19,46280880,46281040,"[""chr19"",""46280880"",""46281040"",""."",""0"",""."",""0.591642"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53337,chr19,46346391,46346597,"[""chr19"",""46346391"",""46346597"",""."",""0"",""."",""0.302395"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53338,chr19,46346900,46347100,"[""chr19"",""46346900"",""46347100"",""."",""0"",""."",""6.13993"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53339,chr19,46347400,46347580,"[""chr19"",""46347400"",""46347580"",""."",""0"",""."",""1.97214"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53340,chr19,46350720,46350900,"[""chr19"",""46350720"",""46350900"",""."",""0"",""."",""0.617937"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53341,chr19,46395660,46395820,"[""chr19"",""46395660"",""46395820"",""."",""0"",""."",""4.93035"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53342,chr19,46402340,46402500,"[""chr19"",""46402340"",""46402500"",""."",""0"",""."",""1.03866"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53343,chr19,46403702,46403880,"[""chr19"",""46403702"",""46403880"",""."",""0"",""."",""0.420723"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53344,chr19,46404340,46404540,"[""chr19"",""46404340"",""46404540"",""."",""0"",""."",""0.617937"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53345,chr19,46428820,46429000,"[""chr19"",""46428820"",""46429000"",""."",""0"",""."",""1.89325"",""-1"",""-1"",""75""]"
ENCSR000EPK,ENCFF037QHE,DNase-seq,53346,chr19,46487920,46488100,"[""chr19"",""46487920"",""46488100"",""."",""0"",""."",""1.13069"",""-1"",""-1"",""75""]"
