interface,program_id,contrast_id,contrast_role,group_a,group_b,n_a,n_b,mean_a,mean_b,variance_a,variance_b,variance_a_status,variance_b_status,effect,effect_status,score_kind,ci_low,ci_high,confidence,interval_type,standard_error,degrees_of_freedom,t_statistic,p_raw,log_p_raw,q_bh,q_by,welch_status,numeric_inference_failure,p_underflow_to_zero,zero_variance_groups,p_was_substituted,family_id,family_size,discovery_eligible,inferential_role,coverage_component,original_source_members,mapped_unique_members,component_coverage_gate,mapped_unique_total,coverage_gate_basis,parent_gate,score_status,coverage_reasons,target_literal_symbol,target_present_in_original_source,target_excluded
plus_reciprocal_entrez,interferon_gamma,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.7542952081561687,3.810046465471832,0.040206432844097674,0.07452228404024223,finite_positive,finite_positive,-0.05575125731566333,available,unsigned_equal_gene,-0.19630093477946026,0.0847984201481336,0.95,pointwise_not_multiplicity_adjusted,0.0696359132892049,41.81207434720411,-0.8006107004603039,0.4278829453478128,-0.8489056129841538,,,available,,false,[],false,,,false,identity_sensitivity_only,all,139,118,true,118,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,oxidative_stress,PSC_minus_AIH,primary,PSC,AIH,17,30,3.9713964378672246,3.985721274757033,0.009604550856959234,0.029250529727001925,finite_positive,finite_positive,-0.014324836889808346,available,unsigned_equal_gene,-0.09336495484929032,0.06471528106967363,0.95,pointwise_not_multiplicity_adjusted,0.03924272209452171,44.97488149947848,-0.3650316829526995,0.7167987788909518,-0.3329601208790173,,,available,,false,[],false,,,false,identity_sensitivity_only,all,436,400,true,400,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,oxidative_stress,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.9713964378672246,3.9896610616079213,0.009604550856959234,0.028724629061110434,finite_positive,finite_positive,-0.018264623740696706,available,unsigned_equal_gene,-0.1159376062700314,0.07940835878863799,0.95,pointwise_not_multiplicity_adjusted,0.047483235380915145,25.623777911035624,-0.38465415412779086,0.7036677492851217,-0.35144898126432944,,,available,,false,[],false,,,false,identity_sensitivity_only,all,436,400,true,400,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,oxidative_stress,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.9896610616079213,3.985721274757033,0.028724629061110434,0.029250529727001925,finite_positive,finite_positive,0.0039397868508883604,available,unsigned_equal_gene,-0.10101022572888126,0.10888979943065798,0.95,pointwise_not_multiplicity_adjusted,0.05162074892894321,33.61710950424645,0.07632176852589916,0.9396155277470759,-0.0622845004217597,,,available,,false,[],false,,,false,identity_sensitivity_only,all,436,400,true,400,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,apoptotic_signaling,PSC_minus_AIH,primary,PSC,AIH,17,30,3.8472765433011875,3.867200368920916,0.014946183161702459,0.03589212234663138,finite_positive,finite_positive,-0.019923825619728497,available,unsigned_equal_gene,-0.11173485233813482,0.07188720109867783,0.95,pointwise_not_multiplicity_adjusted,0.04555865804681996,44.10912577797331,-0.4373224865239243,0.6640112793161622,-0.4094561427280482,,,available,,false,[],false,,,false,identity_sensitivity_only,all,588,542,true,542,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,apoptotic_signaling,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.8472765433011875,3.8644786302267162,0.014946183161702459,0.03445035490652509,finite_positive,finite_positive,-0.017202086925528715,available,unsigned_equal_gene,-0.12767696222109703,0.09327278837003959,0.95,pointwise_not_multiplicity_adjusted,0.05390434778286199,27.683919146196324,-0.3191224387840166,0.752029216139532,-0.2849801045376098,,,available,,false,[],false,,,false,identity_sensitivity_only,all,588,542,true,542,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,apoptotic_signaling,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.8644786302267162,3.867200368920916,0.03445035490652509,0.03589212234663138,finite_positive,finite_positive,-0.0027217386941997823,available,unsigned_equal_gene,-0.11810065784452943,0.11265718045612987,0.95,pointwise_not_multiplicity_adjusted,0.056770551726319854,33.94188073880867,-0.04794279096177843,0.9620428336096962,-0.03869630372586008,,,available,,false,[],false,,,false,identity_sensitivity_only,all,588,542,true,542,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g1_dn_without_comparators,PSC_minus_AIH,primary,PSC,AIH,17,30,3.611642344021952,3.6217208950506166,0.02270639649415912,0.08028404492936646,finite_positive,finite_positive,-0.010078551028664506,available,unsigned_equal_gene,-0.1376573320235072,0.11750022996617818,0.95,pointwise_not_multiplicity_adjusted,0.06333881284795478,44.89973318664839,-0.15912124928609148,0.8742869560268802,-0.13434663223990395,,,available,,false,[],false,,,false,identity_sensitivity_only,all,927,673,false,673,parent_gate_plus_10_retained,true,available,[],,,
plus_reciprocal_entrez,ets2_g1_dn_without_comparators,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.611642344021952,3.5955453640220725,0.02270639649415912,0.056917303588785266,finite_positive,finite_positive,0.01609697999987958,available,unsigned_equal_gene,-0.12432279127332643,0.1565167512730856,0.95,pointwise_not_multiplicity_adjusted,0.06843790662858275,27.013214036553574,0.2352056161980378,0.8158230786663848,-0.2035577628857007,,,available,,false,[],false,,,false,identity_sensitivity_only,all,927,673,false,673,parent_gate_plus_10_retained,true,available,[],,,
plus_reciprocal_entrez,ets2_g1_dn_without_comparators,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.5955453640220725,3.6217208950506166,0.056917303588785266,0.08028404492936646,finite_positive,finite_positive,-0.026175531028544086,available,unsigned_equal_gene,-0.18326012385265505,0.13090906179556688,0.95,pointwise_not_multiplicity_adjusted,0.07761579422174417,38.299707205585094,-0.3372449034504755,0.7377735673021237,-0.3041183208341748,,,available,,false,[],false,,,false,identity_sensitivity_only,all,927,673,false,673,parent_gate_plus_10_retained,true,available,[],,,
plus_reciprocal_entrez,reactome_ecm_organization,PSC_minus_AIH,primary,PSC,AIH,17,30,3.1617194132824986,3.1330691084681033,0.04567703116877256,0.06772062023114506,finite_positive,finite_positive,0.028650304814395344,available,unsigned_equal_gene,-0.11357659233590284,0.17087720196469353,0.95,pointwise_not_multiplicity_adjusted,0.07031527710322433,38.99292908726708,0.4074549087296646,0.6859022969345068,-0.3770200856932765,,,available,,false,[],false,,,false,identity_sensitivity_only,all,321,299,true,299,original_component_denominators_plus_10_total,,available,[],ETS2,false,false
plus_reciprocal_entrez,reactome_ecm_organization,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.1617194132824986,3.188937651744073,0.04567703116877256,0.0848693052887251,finite_positive,finite_positive,-0.02721823846157445,available,unsigned_equal_gene,-0.2063498929268391,0.1519134160036902,0.95,pointwise_not_multiplicity_adjusted,0.0876310234004245,29.354285013352097,-0.3106004860539219,0.7582991314439634,-0.2766773386748701,,,available,,false,[],false,,,false,identity_sensitivity_only,all,321,299,true,299,original_component_denominators_plus_10_total,,available,[],ETS2,false,false
plus_reciprocal_entrez,reactome_ecm_organization,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.188937651744073,3.1330691084681033,0.0848693052887251,0.06772062023114506,finite_positive,finite_positive,0.055868543275969795,available,unsigned_equal_gene,-0.11794367135170297,0.22968075790364256,0.95,pointwise_not_multiplicity_adjusted,0.08514497098192116,30.32037242621557,0.6561578755817812,0.5166715261493803,-0.6603479523307719,,,available,,false,[],false,,,false,identity_sensitivity_only,all,321,299,true,299,original_component_denominators_plus_10_total,,available,[],ETS2,false,false
