dataset_key,program_id,bin,bin_feature_count,target_count,control_pool_count,required_controls_sufficient,underflow,program_mapping_gate_pass,matching_available,replicates,seed,target_reference_mean,bin_reference_mean,control_pool_reference_mean,reason,intended_unique_source_genes,mapped_unique_genes,mapping_fraction
sc,ets2_g1_dn_without_comparators,17,1629,92,1279,True,False,True,True,1000,13132281349415936589,4.825851346376841,4.806751094742843,4.80353742892103,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,18,1629,132,1220,True,False,True,True,1000,13132281349415936589,5.63374453479386,5.611965115351811,5.60854960123451,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,19,1629,159,1042,True,False,True,True,1000,13132281349415936589,7.349961009567295,7.499159459140097,7.365945206780901,available,927,741,0.7993527508090615
sn,ets2_g1_dn,0,1630,11,1521,True,False,True,True,1000,12030064899870593299,0.0,0.0,0.0,available,927,906,0.9773462783171522
sn,ets2_g1_dn,1,1630,3,1612,True,False,True,True,1000,12030064899870593299,0.0,0.0,0.0,available,927,906,0.9773462783171522
sn,ets2_g1_dn,2,1630,1,1622,True,False,True,True,1000,12030064899870593299,0.0,0.0,0.0,available,927,906,0.9773462783171522
sn,ets2_g1_dn,3,1630,2,1624,True,False,True,True,1000,12030064899870593299,0.0,0.0,0.0,available,927,906,0.9773462783171522
sn,ets2_g1_dn,4,1630,4,1620,True,False,True,True,1000,12030064899870593299,0.0,0.0,0.0,available,927,906,0.9773462783171522
sn,ets2_g1_dn,5,1630,4,1585,True,False,True,True,1000,12030064899870593299,0.04496450062920989,0.05394197651831965,0.053768099329319766,available,927,906,0.9773462783171522
sn,ets2_g1_dn,6,1630,4,1590,True,False,True,True,1000,12030064899870593299,0.13782529210328828,0.13452417154730717,0.13448281964843248,available,927,906,0.9773462783171522
sn,ets2_g1_dn,7,1630,3,1587,True,False,True,True,1000,12030064899870593299,0.2522049296149075,0.24762965603871562,0.2475576477854199,available,927,906,0.9773462783171522
sn,ets2_g1_dn,8,1630,7,1570,True,False,True,True,1000,12030064899870593299,0.3886409558952056,0.41367545690030716,0.41380243035136377,available,927,906,0.9773462783171522
sn,ets2_g1_dn,9,1630,12,1546,True,False,True,True,1000,12030064899870593299,0.6662634319716613,0.6545542769989727,0.6545602220003945,available,927,906,0.9773462783171522
sn,ets2_g1_dn,10,1630,24,1530,True,False,True,True,1000,12030064899870593299,0.9921612494956248,0.9925561974162908,0.9928908195740742,available,927,906,0.9773462783171522
sn,ets2_g1_dn,11,1630,23,1515,True,False,True,True,1000,12030064899870593299,1.4760975759951873,1.4554519195365327,1.4549269931307338,available,927,906,0.9773462783171522
sn,ets2_g1_dn,12,1630,51,1480,True,False,True,True,1000,12030064899870593299,2.0220636842500146,1.9975039851851057,1.9936122701341987,available,927,906,0.9773462783171522
sn,ets2_g1_dn,13,1630,62,1431,True,False,True,True,1000,12030064899870593299,2.65436530873623,2.5974942356422113,2.5935770454405858,available,927,906,0.9773462783171522
sn,ets2_g1_dn,14,1630,58,1419,True,False,True,True,1000,12030064899870593299,3.2241100408725747,3.253605113218695,3.2536956024943464,available,927,906,0.9773462783171522
sn,ets2_g1_dn,15,1630,70,1371,True,False,True,True,1000,12030064899870593299,3.9599691055663455,3.915338597260574,3.910571558275951,available,927,906,0.9773462783171522
sn,ets2_g1_dn,16,1629,92,1337,True,False,True,True,1000,12030064899870593299,4.686221893830608,4.6357617805207765,4.6328886071206306,available,927,906,0.9773462783171522
sn,ets2_g1_dn,17,1629,128,1274,True,False,True,True,1000,12030064899870593299,5.474555397734754,5.428150368143019,5.420488457640739,available,927,906,0.9773462783171522
sn,ets2_g1_dn,18,1629,133,1242,True,False,True,True,1000,12030064899870593299,6.407619438202812,6.375773781648957,6.373979707237079,available,927,906,0.9773462783171522
sn,ets2_g1_dn,19,1629,214,1107,True,False,True,True,1000,12030064899870593299,8.285741132005644,7.992899827946086,7.951823074496023,available,927,906,0.9773462783171522
sn,ets2_g1_up,0,1630,5,1521,True,False,True,True,1000,6162838370880202296,0.0,0.0,0.0,available,668,583,0.8727544910179641
sn,ets2_g1_up,1,1630,1,1612,True,False,True,True,1000,6162838370880202296,0.0,0.0,0.0,available,668,583,0.8727544910179641
sn,ets2_g1_up,2,1630,1,1622,True,False,True,True,1000,6162838370880202296,0.0,0.0,0.0,available,668,583,0.8727544910179641
sn,ets2_g1_up,3,1630,0,1624,True,False,True,True,1000,6162838370880202296,,0.0,0.0,available,668,583,0.8727544910179641
sn,ets2_g1_up,4,1630,1,1620,True,False,True,True,1000,6162838370880202296,0.0,0.0,0.0,available,668,583,0.8727544910179641
sn,ets2_g1_up,5,1630,4,1585,True,False,True,True,1000,6162838370880202296,0.05737268506118365,0.05394197651831965,0.053768099329319766,available,668,583,0.8727544910179641
sn,ets2_g1_up,6,1630,4,1590,True,False,True,True,1000,6162838370880202296,0.11726120564237305,0.13452417154730717,0.13448281964843248,available,668,583,0.8727544910179641
sn,ets2_g1_up,7,1630,5,1587,True,False,True,True,1000,6162838370880202296,0.20728782957617575,0.24762965603871562,0.2475576477854199,available,668,583,0.8727544910179641
sn,ets2_g1_up,8,1630,1,1570,True,False,True,True,1000,6162838370880202296,0.40103941291623935,0.41367545690030716,0.41380243035136377,available,668,583,0.8727544910179641
sn,ets2_g1_up,9,1630,12,1546,True,False,True,True,1000,6162838370880202296,0.6376820167375864,0.6545542769989727,0.6545602220003945,available,668,583,0.8727544910179641
sn,ets2_g1_up,10,1630,16,1530,True,False,True,True,1000,6162838370880202296,0.9873626047118298,0.9925561974162908,0.9928908195740742,available,668,583,0.8727544910179641
sn,ets2_g1_up,11,1630,18,1515,True,False,True,True,1000,6162838370880202296,1.4550698977646075,1.4554519195365327,1.4549269931307338,available,668,583,0.8727544910179641
sn,ets2_g1_up,12,1630,26,1480,True,False,True,True,1000,6162838370880202296,2.018602459958078,1.9975039851851057,1.9936122701341987,available,668,583,0.8727544910179641
sn,ets2_g1_up,13,1630,41,1431,True,False,True,True,1000,6162838370880202296,2.6141446260792,2.5974942356422113,2.5935770454405858,available,668,583,0.8727544910179641
sn,ets2_g1_up,14,1630,49,1419,True,False,True,True,1000,6162838370880202296,3.2767709994957483,3.253605113218695,3.2536956024943464,available,668,583,0.8727544910179641
sn,ets2_g1_up,15,1630,56,1371,True,False,True,True,1000,6162838370880202296,3.9313962142117886,3.915338597260574,3.910571558275951,available,668,583,0.8727544910179641
sn,ets2_g1_up,16,1629,80,1337,True,False,True,True,1000,6162838370880202296,4.663206770497922,4.6357617805207765,4.6328886071206306,available,668,583,0.8727544910179641
sn,ets2_g1_up,17,1629,77,1274,True,False,True,True,1000,6162838370880202296,5.4469803060846465,5.428150368143019,5.420488457640739,available,668,583,0.8727544910179641
sn,ets2_g1_up,18,1629,89,1242,True,False,True,True,1000,6162838370880202296,6.353750871690691,6.375773781648957,6.373979707237079,available,668,583,0.8727544910179641
sn,ets2_g1_up,19,1629,97,1107,True,False,True,True,1000,6162838370880202296,7.941297006398186,7.992899827946086,7.951823074496023,available,668,583,0.8727544910179641
sn,ets2_g2_dn,0,1630,14,1521,True,False,True,True,1000,14281556401289023577,0.0,0.0,0.0,available,875,859,0.9817142857142858
sn,ets2_g2_dn,1,1630,2,1612,True,False,True,True,1000,14281556401289023577,0.0,0.0,0.0,available,875,859,0.9817142857142858
sn,ets2_g2_dn,2,1630,2,1622,True,False,True,True,1000,14281556401289023577,0.0,0.0,0.0,available,875,859,0.9817142857142858
sn,ets2_g2_dn,3,1630,2,1624,True,False,True,True,1000,14281556401289023577,0.0,0.0,0.0,available,875,859,0.9817142857142858
sn,ets2_g2_dn,4,1630,4,1620,True,False,True,True,1000,14281556401289023577,0.0,0.0,0.0,available,875,859,0.9817142857142858
sn,ets2_g2_dn,5,1630,4,1585,True,False,True,True,1000,14281556401289023577,0.052346925053344914,0.05394197651831965,0.053768099329319766,available,875,859,0.9817142857142858
sn,ets2_g2_dn,6,1630,5,1590,True,False,True,True,1000,14281556401289023577,0.14570543136667874,0.13452417154730717,0.13448281964843248,available,875,859,0.9817142857142858
sn,ets2_g2_dn,7,1630,3,1587,True,False,True,True,1000,14281556401289023577,0.23923538697777888,0.24762965603871562,0.2475576477854199,available,875,859,0.9817142857142858
sn,ets2_g2_dn,8,1630,6,1570,True,False,True,True,1000,14281556401289023577,0.4103043118125464,0.41367545690030716,0.41380243035136377,available,875,859,0.9817142857142858
sn,ets2_g2_dn,9,1630,7,1546,True,False,True,True,1000,14281556401289023577,0.6558357012067076,0.6545542769989727,0.6545602220003945,available,875,859,0.9817142857142858
sn,ets2_g2_dn,10,1630,21,1530,True,False,True,True,1000,14281556401289023577,0.9931072755038477,0.9925561974162908,0.9928908195740742,available,875,859,0.9817142857142858
sn,ets2_g2_dn,11,1630,20,1515,True,False,True,True,1000,14281556401289023577,1.4868641368981803,1.4554519195365327,1.4549269931307338,available,875,859,0.9817142857142858
sn,ets2_g2_dn,12,1630,32,1480,True,False,True,True,1000,14281556401289023577,2.0051479891914807,1.9975039851851057,1.9936122701341987,available,875,859,0.9817142857142858
sn,ets2_g2_dn,13,1630,53,1431,True,False,True,True,1000,14281556401289023577,2.6310056497635173,2.5974942356422113,2.5935770454405858,available,875,859,0.9817142857142858
sn,ets2_g2_dn,14,1630,59,1419,True,False,True,True,1000,14281556401289023577,3.223024573776346,3.253605113218695,3.2536956024943464,available,875,859,0.9817142857142858
sn,ets2_g2_dn,15,1630,71,1371,True,False,True,True,1000,14281556401289023577,3.9645005886271725,3.915338597260574,3.910571558275951,available,875,859,0.9817142857142858
sn,ets2_g2_dn,16,1629,86,1337,True,False,True,True,1000,14281556401289023577,4.651759180985016,4.6357617805207765,4.6328886071206306,available,875,859,0.9817142857142858
sn,ets2_g2_dn,17,1629,126,1274,True,False,True,True,1000,14281556401289023577,5.473381020018543,5.428150368143019,5.420488457640739,available,875,859,0.9817142857142858
sn,ets2_g2_dn,18,1629,128,1242,True,False,True,True,1000,14281556401289023577,6.414684040197308,6.375773781648957,6.373979707237079,available,875,859,0.9817142857142858
sn,ets2_g2_dn,19,1629,214,1107,True,False,True,True,1000,14281556401289023577,8.23834680141335,7.992899827946086,7.951823074496023,available,875,859,0.9817142857142858
sn,chr21_dn,0,1630,2,1521,True,False,True,True,1000,10954994480207589880,0.0,0.0,0.0,available,141,135,0.9574468085106383
sn,chr21_dn,1,1630,1,1612,True,False,True,True,1000,10954994480207589880,0.0,0.0,0.0,available,141,135,0.9574468085106383
sn,chr21_dn,2,1630,0,1622,True,False,True,True,1000,10954994480207589880,,0.0,0.0,available,141,135,0.9574468085106383
sn,chr21_dn,3,1630,0,1624,True,False,True,True,1000,10954994480207589880,,0.0,0.0,available,141,135,0.9574468085106383
sn,chr21_dn,4,1630,0,1620,True,False,True,True,1000,10954994480207589880,,0.0,0.0,available,141,135,0.9574468085106383
sn,chr21_dn,5,1630,0,1585,True,False,True,True,1000,10954994480207589880,,0.05394197651831965,0.053768099329319766,available,141,135,0.9574468085106383
sn,chr21_dn,6,1630,1,1590,True,False,True,True,1000,10954994480207589880,0.1473667649256778,0.13452417154730717,0.13448281964843248,available,141,135,0.9574468085106383
sn,chr21_dn,7,1630,0,1587,True,False,True,True,1000,10954994480207589880,,0.24762965603871562,0.2475576477854199,available,141,135,0.9574468085106383
sn,chr21_dn,8,1630,2,1570,True,False,True,True,1000,10954994480207589880,0.40403160916179354,0.41367545690030716,0.41380243035136377,available,141,135,0.9574468085106383
sn,chr21_dn,9,1630,0,1546,True,False,True,True,1000,10954994480207589880,,0.6545542769989727,0.6545602220003945,available,141,135,0.9574468085106383
sn,chr21_dn,10,1630,1,1530,True,False,True,True,1000,10954994480207589880,1.1664267054793258,0.9925561974162908,0.9928908195740742,available,141,135,0.9574468085106383
sn,chr21_dn,11,1630,4,1515,True,False,True,True,1000,10954994480207589880,1.4113822226072155,1.4554519195365327,1.4549269931307338,available,141,135,0.9574468085106383
sn,chr21_dn,12,1630,6,1480,True,False,True,True,1000,10954994480207589880,2.0665571914567056,1.9975039851851057,1.9936122701341987,available,141,135,0.9574468085106383
sn,chr21_dn,13,1630,8,1431,True,False,True,True,1000,10954994480207589880,2.565275705917241,2.5974942356422113,2.5935770454405858,available,141,135,0.9574468085106383
sn,chr21_dn,14,1630,6,1419,True,False,True,True,1000,10954994480207589880,3.2464341018377687,3.253605113218695,3.2536956024943464,available,141,135,0.9574468085106383
sn,chr21_dn,15,1630,9,1371,True,False,True,True,1000,10954994480207589880,4.065104636465676,3.915338597260574,3.910571558275951,available,141,135,0.9574468085106383
sn,chr21_dn,16,1629,11,1337,True,False,True,True,1000,10954994480207589880,4.6631670739552575,4.6357617805207765,4.6328886071206306,available,141,135,0.9574468085106383
sn,chr21_dn,17,1629,17,1274,True,False,True,True,1000,10954994480207589880,5.535010916390464,5.428150368143019,5.420488457640739,available,141,135,0.9574468085106383
sn,chr21_dn,18,1629,25,1242,True,False,True,True,1000,10954994480207589880,6.461837784502546,6.375773781648957,6.373979707237079,available,141,135,0.9574468085106383
sn,chr21_dn,19,1629,42,1107,True,False,True,True,1000,10954994480207589880,8.35736562851309,7.992899827946086,7.951823074496023,available,141,135,0.9574468085106383
sn,inflammation,0,1630,56,1521,True,False,True,True,1000,17295861444956190590,0.0,0.0,0.0,available,815,751,0.9214723926380368
sn,inflammation,1,1630,7,1612,True,False,True,True,1000,17295861444956190590,0.0,0.0,0.0,available,815,751,0.9214723926380368
sn,inflammation,2,1630,5,1622,True,False,True,True,1000,17295861444956190590,0.0,0.0,0.0,available,815,751,0.9214723926380368
sn,inflammation,3,1630,3,1624,True,False,True,True,1000,17295861444956190590,0.0,0.0,0.0,available,815,751,0.9214723926380368
sn,inflammation,4,1630,2,1620,True,False,True,True,1000,17295861444956190590,0.0,0.0,0.0,available,815,751,0.9214723926380368
sn,inflammation,5,1630,19,1585,True,False,True,True,1000,17295861444956190590,0.05506899703545707,0.05394197651831965,0.053768099329319766,available,815,751,0.9214723926380368
sn,inflammation,6,1630,17,1590,True,False,True,True,1000,17295861444956190590,0.13379410534464176,0.13452417154730717,0.13448281964843248,available,815,751,0.9214723926380368
sn,inflammation,7,1630,18,1587,True,False,True,True,1000,17295861444956190590,0.2545570838294435,0.24762965603871562,0.2475576477854199,available,815,751,0.9214723926380368
sn,inflammation,8,1630,30,1570,True,False,True,True,1000,17295861444956190590,0.40151462259854576,0.41367545690030716,0.41380243035136377,available,815,751,0.9214723926380368
sn,inflammation,9,1630,42,1546,True,False,True,True,1000,17295861444956190590,0.6449078781920763,0.6545542769989727,0.6545602220003945,available,815,751,0.9214723926380368
sn,inflammation,10,1630,41,1530,True,False,True,True,1000,17295861444956190590,0.9803449147080033,0.9925561974162908,0.9928908195740742,available,815,751,0.9214723926380368
sn,inflammation,11,1630,28,1515,True,False,True,True,1000,17295861444956190590,1.4485661165695167,1.4554519195365327,1.4549269931307338,available,815,751,0.9214723926380368
sn,inflammation,12,1630,43,1480,True,False,True,True,1000,17295861444956190590,2.0640419109896464,1.9975039851851057,1.9936122701341987,available,815,751,0.9214723926380368
sn,inflammation,13,1630,58,1431,True,False,True,True,1000,17295861444956190590,2.641113365168837,2.5974942356422113,2.5935770454405858,available,815,751,0.9214723926380368
sn,inflammation,14,1630,47,1419,True,False,True,True,1000,17295861444956190590,3.2121015453429203,3.253605113218695,3.2536956024943464,available,815,751,0.9214723926380368
sn,inflammation,15,1630,47,1371,True,False,True,True,1000,17295861444956190590,3.947685649963208,3.915338597260574,3.910571558275951,available,815,751,0.9214723926380368
sn,inflammation,16,1629,55,1337,True,False,True,True,1000,17295861444956190590,4.670786214094849,4.6357617805207765,4.6328886071206306,available,815,751,0.9214723926380368
sn,inflammation,17,1629,57,1274,True,False,True,True,1000,17295861444956190590,5.489572318673279,5.428150368143019,5.420488457640739,available,815,751,0.9214723926380368
sn,inflammation,18,1629,73,1242,True,False,True,True,1000,17295861444956190590,6.385429631751119,6.375773781648957,6.373979707237079,available,815,751,0.9214723926380368
sn,inflammation,19,1629,103,1107,True,False,True,True,1000,17295861444956190590,7.929277683893234,7.992899827946086,7.951823074496023,available,815,751,0.9214723926380368
sn,interferon_gamma,0,1630,10,1521,True,False,True,True,1000,11537071810711208182,0.0,0.0,0.0,available,139,137,0.9856115107913669
sn,interferon_gamma,1,1630,0,1612,True,False,True,True,1000,11537071810711208182,,0.0,0.0,available,139,137,0.9856115107913669
sn,interferon_gamma,2,1630,0,1622,True,False,True,True,1000,11537071810711208182,,0.0,0.0,available,139,137,0.9856115107913669
sn,interferon_gamma,3,1630,0,1624,True,False,True,True,1000,11537071810711208182,,0.0,0.0,available,139,137,0.9856115107913669
sn,interferon_gamma,4,1630,1,1620,True,False,True,True,1000,11537071810711208182,0.0,0.0,0.0,available,139,137,0.9856115107913669
sn,interferon_gamma,5,1630,5,1585,True,False,True,True,1000,11537071810711208182,0.05278825746946303,0.05394197651831965,0.053768099329319766,available,139,137,0.9856115107913669
sn,interferon_gamma,6,1630,5,1590,True,False,True,True,1000,11537071810711208182,0.1344814064314897,0.13452417154730717,0.13448281964843248,available,139,137,0.9856115107913669
sn,interferon_gamma,7,1630,0,1587,True,False,True,True,1000,11537071810711208182,,0.24762965603871562,0.2475576477854199,available,139,137,0.9856115107913669
sn,interferon_gamma,8,1630,5,1570,True,False,True,True,1000,11537071810711208182,0.4050354936812501,0.41367545690030716,0.41380243035136377,available,139,137,0.9856115107913669
sn,interferon_gamma,9,1630,7,1546,True,False,True,True,1000,11537071810711208182,0.6726902334620154,0.6545542769989727,0.6545602220003945,available,139,137,0.9856115107913669
sn,interferon_gamma,10,1630,7,1530,True,False,True,True,1000,11537071810711208182,1.0352722474477116,0.9925561974162908,0.9928908195740742,available,139,137,0.9856115107913669
sn,interferon_gamma,11,1630,4,1515,True,False,True,True,1000,11537071810711208182,1.431724480633799,1.4554519195365327,1.4549269931307338,available,139,137,0.9856115107913669
sn,interferon_gamma,12,1630,7,1480,True,False,True,True,1000,11537071810711208182,1.9762786334117393,1.9975039851851057,1.9936122701341987,available,139,137,0.9856115107913669
sn,interferon_gamma,13,1630,6,1431,True,False,True,True,1000,11537071810711208182,2.6032655978765993,2.5974942356422113,2.5935770454405858,available,139,137,0.9856115107913669
sn,interferon_gamma,14,1630,8,1419,True,False,True,True,1000,11537071810711208182,3.2779224438293677,3.253605113218695,3.2536956024943464,available,139,137,0.9856115107913669
sn,interferon_gamma,15,1630,10,1371,True,False,True,True,1000,11537071810711208182,3.892110175648072,3.915338597260574,3.910571558275951,available,139,137,0.9856115107913669
sn,interferon_gamma,16,1629,9,1337,True,False,True,True,1000,11537071810711208182,4.531887662565764,4.6357617805207765,4.6328886071206306,available,139,137,0.9856115107913669
sn,interferon_gamma,17,1629,16,1274,True,False,True,True,1000,11537071810711208182,5.474203882266109,5.428150368143019,5.420488457640739,available,139,137,0.9856115107913669
sn,interferon_gamma,18,1629,20,1242,True,False,True,True,1000,11537071810711208182,6.4565776363660445,6.375773781648957,6.373979707237079,available,139,137,0.9856115107913669
sn,interferon_gamma,19,1629,17,1107,True,False,True,True,1000,11537071810711208182,8.239164992575757,7.992899827946086,7.951823074496023,available,139,137,0.9856115107913669
sn,oxidative_stress,0,1630,12,1521,True,False,True,True,1000,4980284070502907260,0.0,0.0,0.0,available,436,419,0.9610091743119266
sn,oxidative_stress,1,1630,3,1612,True,False,True,True,1000,4980284070502907260,0.0,0.0,0.0,available,436,419,0.9610091743119266
sn,oxidative_stress,2,1630,0,1622,True,False,True,True,1000,4980284070502907260,,0.0,0.0,available,436,419,0.9610091743119266
sn,oxidative_stress,3,1630,2,1624,True,False,True,True,1000,4980284070502907260,0.0,0.0,0.0,available,436,419,0.9610091743119266
sn,oxidative_stress,4,1630,0,1620,True,False,True,True,1000,4980284070502907260,,0.0,0.0,available,436,419,0.9610091743119266
sn,oxidative_stress,5,1630,8,1585,True,False,True,True,1000,4980284070502907260,0.07795870406635616,0.05394197651831965,0.053768099329319766,available,436,419,0.9610091743119266
sn,oxidative_stress,6,1630,5,1590,True,False,True,True,1000,4980284070502907260,0.13162244254750613,0.13452417154730717,0.13448281964843248,available,436,419,0.9610091743119266
sn,oxidative_stress,7,1630,8,1587,True,False,True,True,1000,4980284070502907260,0.25269514423845035,0.24762965603871562,0.2475576477854199,available,436,419,0.9610091743119266
sn,oxidative_stress,8,1630,11,1570,True,False,True,True,1000,4980284070502907260,0.41803512576960494,0.41367545690030716,0.41380243035136377,available,436,419,0.9610091743119266
sn,oxidative_stress,9,1630,10,1546,True,False,True,True,1000,4980284070502907260,0.6819791052266723,0.6545542769989727,0.6545602220003945,available,436,419,0.9610091743119266
sn,oxidative_stress,10,1630,14,1530,True,False,True,True,1000,4980284070502907260,0.9632073417713078,0.9925561974162908,0.9928908195740742,available,436,419,0.9610091743119266
sn,oxidative_stress,11,1630,28,1515,True,False,True,True,1000,4980284070502907260,1.4482179134078754,1.4554519195365327,1.4549269931307338,available,436,419,0.9610091743119266
sn,oxidative_stress,12,1630,16,1480,True,False,True,True,1000,4980284070502907260,2.0817153117554037,1.9975039851851057,1.9936122701341987,available,436,419,0.9610091743119266
sn,oxidative_stress,13,1630,21,1431,True,False,True,True,1000,4980284070502907260,2.5832463643426524,2.5974942356422113,2.5935770454405858,available,436,419,0.9610091743119266
sn,oxidative_stress,14,1630,32,1419,True,False,True,True,1000,4980284070502907260,3.247401910869222,3.253605113218695,3.2536956024943464,available,436,419,0.9610091743119266
sn,oxidative_stress,15,1630,44,1371,True,False,True,True,1000,4980284070502907260,3.926180315892009,3.915338597260574,3.910571558275951,available,436,419,0.9610091743119266
sn,oxidative_stress,16,1629,41,1337,True,False,True,True,1000,4980284070502907260,4.649383518513713,4.6357617805207765,4.6328886071206306,available,436,419,0.9610091743119266
sn,oxidative_stress,17,1629,53,1274,True,False,True,True,1000,4980284070502907260,5.415392540854761,5.428150368143019,5.420488457640739,available,436,419,0.9610091743119266
sn,oxidative_stress,18,1629,50,1242,True,False,True,True,1000,4980284070502907260,6.428792852537573,6.375773781648957,6.373979707237079,available,436,419,0.9610091743119266
sn,oxidative_stress,19,1629,61,1107,True,False,True,True,1000,4980284070502907260,8.135997558730363,7.992899827946086,7.951823074496023,available,436,419,0.9610091743119266
sn,apoptotic_signaling,0,1630,32,1521,True,False,True,True,1000,3660598527769983661,0.0,0.0,0.0,available,588,573,0.9744897959183674
sn,apoptotic_signaling,1,1630,5,1612,True,False,True,True,1000,3660598527769983661,0.0,0.0,0.0,available,588,573,0.9744897959183674
sn,apoptotic_signaling,2,1630,1,1622,True,False,True,True,1000,3660598527769983661,0.0,0.0,0.0,available,588,573,0.9744897959183674
sn,apoptotic_signaling,3,1630,2,1624,True,False,True,True,1000,3660598527769983661,0.0,0.0,0.0,available,588,573,0.9744897959183674
sn,apoptotic_signaling,4,1630,2,1620,True,False,True,True,1000,3660598527769983661,0.0,0.0,0.0,available,588,573,0.9744897959183674
sn,apoptotic_signaling,5,1630,14,1585,True,False,True,True,1000,3660598527769983661,0.05036188224690958,0.05394197651831965,0.053768099329319766,available,588,573,0.9744897959183674
sn,apoptotic_signaling,6,1630,9,1590,True,False,True,True,1000,3660598527769983661,0.14210560754838195,0.13452417154730717,0.13448281964843248,available,588,573,0.9744897959183674
sn,apoptotic_signaling,7,1630,14,1587,True,False,True,True,1000,3660598527769983661,0.2662300966006939,0.24762965603871562,0.2475576477854199,available,588,573,0.9744897959183674
sn,apoptotic_signaling,8,1630,15,1570,True,False,True,True,1000,3660598527769983661,0.40556340927077345,0.41367545690030716,0.41380243035136377,available,588,573,0.9744897959183674
sn,apoptotic_signaling,9,1630,17,1546,True,False,True,True,1000,3660598527769983661,0.6589497514973265,0.6545542769989727,0.6545602220003945,available,588,573,0.9744897959183674
sn,apoptotic_signaling,10,1630,13,1530,True,False,True,True,1000,3660598527769983661,1.0052821683876874,0.9925561974162908,0.9928908195740742,available,588,573,0.9744897959183674
sn,apoptotic_signaling,11,1630,26,1515,True,False,True,True,1000,3660598527769983661,1.4598294494526296,1.4554519195365327,1.4549269931307338,available,588,573,0.9744897959183674
sn,apoptotic_signaling,12,1630,28,1480,True,False,True,True,1000,3660598527769983661,2.0311313935544413,1.9975039851851057,1.9936122701341987,available,588,573,0.9744897959183674
sn,apoptotic_signaling,13,1630,35,1431,True,False,True,True,1000,3660598527769983661,2.598993169296479,2.5974942356422113,2.5935770454405858,available,588,573,0.9744897959183674
sn,apoptotic_signaling,14,1630,44,1419,True,False,True,True,1000,3660598527769983661,3.2489020020715,3.253605113218695,3.2536956024943464,available,588,573,0.9744897959183674
sn,apoptotic_signaling,15,1630,51,1371,True,False,True,True,1000,3660598527769983661,3.9508738959039307,3.915338597260574,3.910571558275951,available,588,573,0.9744897959183674
sn,apoptotic_signaling,16,1629,55,1337,True,False,True,True,1000,3660598527769983661,4.636137805521964,4.6357617805207765,4.6328886071206306,available,588,573,0.9744897959183674
sn,apoptotic_signaling,17,1629,51,1274,True,False,True,True,1000,3660598527769983661,5.424077868781502,5.428150368143019,5.420488457640739,available,588,573,0.9744897959183674
sn,apoptotic_signaling,18,1629,63,1242,True,False,True,True,1000,3660598527769983661,6.346677321849004,6.375773781648957,6.373979707237079,available,588,573,0.9744897959183674
sn,apoptotic_signaling,19,1629,96,1107,True,False,True,True,1000,3660598527769983661,7.932765623395103,7.992899827946086,7.951823074496023,available,588,573,0.9744897959183674
sn,ets2_g1_dn_without_comparators,0,1630,8,1521,True,False,True,True,1000,4341685478974119693,0.0,0.0,0.0,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,1,1630,3,1612,True,False,True,True,1000,4341685478974119693,0.0,0.0,0.0,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,2,1630,1,1622,True,False,True,True,1000,4341685478974119693,0.0,0.0,0.0,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,3,1630,2,1624,True,False,True,True,1000,4341685478974119693,0.0,0.0,0.0,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,4,1630,4,1620,True,False,True,True,1000,4341685478974119693,0.0,0.0,0.0,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,5,1630,1,1585,True,False,True,True,1000,4341685478974119693,0.05681044828388481,0.05394197651831965,0.053768099329319766,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,6,1630,3,1590,True,False,True,True,1000,4341685478974119693,0.13464480116249175,0.13452417154730717,0.13448281964843248,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,7,1630,3,1587,True,False,True,True,1000,4341685478974119693,0.2522049296149075,0.24762965603871562,0.2475576477854199,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,8,1630,6,1570,True,False,True,True,1000,4341685478974119693,0.3987643161575362,0.41367545690030716,0.41380243035136377,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,9,1630,9,1546,True,False,True,True,1000,4341685478974119693,0.6590182952133383,0.6545542769989727,0.6545602220003945,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,10,1630,17,1530,True,False,True,True,1000,4341685478974119693,1.0110355486416238,0.9925561974162908,0.9928908195740742,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,11,1630,19,1515,True,False,True,True,1000,4341685478974119693,1.480724841374351,1.4554519195365327,1.4549269931307338,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,12,1630,40,1480,True,False,True,True,1000,4341685478974119693,2.0245052420060894,1.9975039851851057,1.9936122701341987,available,927,741,0.7993527508090615
sn,ets2_g1_dn_without_comparators,13,1630,51,1431,True,False,True,True,1000,4341685478974119693,2.6500711546235567,2.5974942356422113,2.5935770454405858,available,927,741,0.7993527508090615
