dataset_key,dataset_id,modality,suspension_type,assay,program_id,threshold,left_population,right_population,contrast_role,comparison,left_observed_donors,right_observed_donors,left_score_eligible_donors,right_score_eligible_donors,score_available_pairs,status,paired_donors,median_delta,minimum_delta,maximum_delta,positive_delta_count,loo_median_min,loo_median_max,loo_evaluable_count,interpretation
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_dn_without_comparators,50,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_dn_without_comparators,50,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_dn_without_comparators,50,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,5,5,5,evaluable_descriptive,5,0.11427401234174095,0.004707146102352233,0.17187453435931488,5,0.1142663811401925,0.1377744367563798,5,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_up,20,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_up,20,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_up,20,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,6,6,6,evaluable_descriptive,6,0.14614651675303492,0.06220826703668525,0.16305442499413925,6,0.13812982820974185,0.154163205296328,6,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_up,50,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_up,50,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g1_up,50,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,5,5,5,evaluable_descriptive,5,0.13812982820974185,0.06220826703668525,0.15910987497757212,5,0.10426185639130692,0.14614651675303492,5,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g2_dn,20,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g2_dn,20,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g2_dn,20,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,6,6,6,evaluable_descriptive,6,0.10156771236966478,0.05691598086924099,0.1648633393592096,6,0.09263156637070136,0.1105038583686282,6,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g2_dn,50,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g2_dn,50,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,ets2_g2_dn,50,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,5,5,5,evaluable_descriptive,5,0.1105038583686282,0.05691598086924099,0.1648633393592096,5,0.10156771236966478,0.1327244875381437,5,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,inflammation,20,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,inflammation,20,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,inflammation,20,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,6,6,6,evaluable_descriptive,6,0.11379152268333126,0.027063894296192714,0.1558157131419735,6,0.09993910690621144,0.12764393846045108,6,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,inflammation,50,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,inflammation,50,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,inflammation,50,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,5,5,5,evaluable_descriptive,5,0.12764393846045108,0.027063894296192714,0.1558157131419735,5,0.09872618651129073,0.140616415938964,5,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,interferon_gamma,20,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,interferon_gamma,20,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,interferon_gamma,20,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,6,6,6,evaluable_descriptive,6,0.03154324445046908,-0.10839931679586057,0.12560440304957288,4,0.006468337831910365,0.05661815106902779,6,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,interferon_gamma,50,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,interferon_gamma,50,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,interferon_gamma,50,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,5,5,5,evaluable_descriptive,5,0.006468337831910365,-0.10839931679586057,0.12560440304957288,3,-0.01433820042259315,0.03154324445046908,5,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,oxidative_stress,20,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,oxidative_stress,20,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,6,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,oxidative_stress,20,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,6,6,6,evaluable_descriptive,6,0.09061420071573911,-0.06080415158142394,0.11759399689078265,5,0.08237401785403797,0.09885438357744025,6,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,oxidative_stress,50,ActMac,Kupffer,primary within-PSC cell-state contrast; whole-cell only if nuclei lack ActMac,ActMac_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,oxidative_stress,50,LAM-like,Kupffer,secondary within-PSC cell-state contrast,LAM-like_minus_Kupffer,0,7,0,5,0,insufficient_paired_donors,0,,,,0,,,0,descriptive_within_donor_assay_only
sn,1873a18a-66fd-4a4d-8277-a872c93f5b59,sn,nucleus,10x 3' v3,oxidative_stress,50,Monocyte,Kupffer,secondary within-PSC cell-type contrast,Monocyte_minus_Kupffer,7,7,5,5,5,evaluable_descriptive,5,0.08237401785403797,-0.06080415158142394,0.11191130464108756,4,0.07810476670261668,0.09061420071573911,5,descriptive_within_donor_assay_only
