experiment_id,code_member,code_member_bytes,code_member_sha256,sample_index,sample_name_literal,target_as_coded,donor_as_coded,included_in_model,contrast_id,contrast_formula,condition_left_as_coded,condition_right_as_coded,design_note
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,25,7_ets2_d250ng,ets2_d250ng,7,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is ets2_d250ng; 250ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,26,7_ets2_d500ng,ets2_d500ng,7,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is ets2_d500ng; 500ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,27,7_rev_d250ng,rev_d250ng,7,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is rev_d250ng; 250ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,28,7_rev_d500ng,rev_d500ng,7,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is rev_d500ng; 500ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,29,8_ets2_d250ng,ets2_d250ng,8,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is ets2_d250ng; 250ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,30,8_ets2_d500ng,ets2_d500ng,8,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is ets2_d500ng; 500ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,31,8_rev_d250ng,rev_d250ng,8,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is rev_d250ng; 250ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
oe_ets2,RNA-seq/RNAseq_overexpression/RNAseq_overexpression_analysis.r,6992,4adccbffa1011c327b29d5e8d207741ca0d99ebfa4df640cf1325bc37a4cd231,32,8_rev_d500ng,rev_d500ng,8,true,oe_250_vs_rev_250;oe_500_vs_rev_500;oe_combined_vs_rev,ets2_250-rev_250;ets2_500-rev_500;ets2-rev,ets2_250;ets2_500;ets2,rev_250;rev_500;rev,Split-dose target is rev_d500ng; 500ng dose. Eight complete paired donors are represented. The combined model includes dose as covariate.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,1,s1_100,100nM,s1,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,2,s1_500,500nM,s1,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,3,s1_ctrl,ctrl,s1,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,4,s2_100,100nM,s2,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,5,s2_500,500nM,s2,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,6,s2_ctrl,ctrl,s2,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,7,s3_100,100nM,s3,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,8,s3_500,500nM,s3,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
meki,RNA-seq/RNAseq_MEKi/MEKi_treated_TPP_analysis.r,3709,daaefef4765d40a7b92017ce12497203982935fb22704ec4569c08621cd5d4da,9,s3_ctrl,ctrl,s3,true,mek_100_vs_ctrl;mek_500_vs_ctrl,MEK_100-ctrl;MEK_500-ctrl,MEK_100;MEK_500,ctrl;ctrl,Three complete paired donors are represented. The release code reads the rank files after defining these contrasts but does not actively export a matching rank CSV.
